stage,run,metric,unit,target,load_level,samples,mean,p95,max
03,1,process_cpu_percent,percentual de um nucleo,cadvisor,low,30,0.263,0.32,0.34
03,1,process_cpu_percent,percentual de um nucleo,cadvisor,medium,30,0.163,0.24,0.3
03,1,process_cpu_percent,percentual de um nucleo,cadvisor,high,30,0.206,0.291,0.32
03,1,process_cpu_percent,percentual de um nucleo,prometheus,low,30,0.22,0.298,0.34
03,1,process_cpu_percent,percentual de um nucleo,prometheus,medium,30,0.135,0.18,0.18
03,1,process_cpu_percent,percentual de um nucleo,prometheus,high,30,0.166,0.2,0.2
03,1,process_cpu_percent,percentual de um nucleo,monolith-partial,low,30,25.912,28.391,28.42
03,1,process_cpu_percent,percentual de um nucleo,monolith-partial,medium,30,58.962,62.948,63.18
03,1,process_cpu_percent,percentual de um nucleo,monolith-partial,high,30,136.105,140.873,140.98
03,1,process_cpu_percent,percentual de um nucleo,products-service,low,30,16.665,18.711,18.839
03,1,process_cpu_percent,percentual de um nucleo,products-service,medium,30,39.048,42.266,42.36
03,1,process_cpu_percent,percentual de um nucleo,products-service,high,30,87.384,91.493,91.6
03,1,process_cpu_percent,percentual de um nucleo,users-service,low,30,13.206,14.553,14.601
03,1,process_cpu_percent,percentual de um nucleo,users-service,medium,30,31.689,34.062,34.18
03,1,process_cpu_percent,percentual de um nucleo,users-service,high,30,69.68,71.862,72.024
03,1,process_memory_mb,MB,cadvisor,low,30,41.142,42.752,42.816
03,1,process_memory_mb,MB,cadvisor,medium,30,42.459,43.303,43.812
03,1,process_memory_mb,MB,cadvisor,high,30,42.954,44.254,44.75
03,1,process_memory_mb,MB,prometheus,low,30,81.514,84.245,84.414
03,1,process_memory_mb,MB,prometheus,medium,30,86.434,87.914,87.914
03,1,process_memory_mb,MB,prometheus,high,30,84.395,85.371,85.371
03,1,process_memory_mb,MB,monolith-partial,low,30,22.407,23.925,24.465
03,1,process_memory_mb,MB,monolith-partial,medium,30,24.193,25.001,25.348
03,1,process_memory_mb,MB,monolith-partial,high,30,27.834,28.655,28.742
03,1,process_memory_mb,MB,products-service,low,30,19.961,20.615,20.746
03,1,process_memory_mb,MB,products-service,medium,30,21.652,22.503,22.531
03,1,process_memory_mb,MB,products-service,high,30,25.162,25.853,25.875
03,1,process_memory_mb,MB,users-service,low,30,18.579,19.215,19.414
03,1,process_memory_mb,MB,users-service,medium,30,19.488,19.942,20.102
03,1,process_memory_mb,MB,users-service,high,30,22.172,22.862,23.086
03,1,goroutines,goroutines,cadvisor,low,30,27.167,28.0,28.0
03,1,goroutines,goroutines,cadvisor,medium,30,26.767,28.0,28.0
03,1,goroutines,goroutines,cadvisor,high,30,26.5,28.0,28.0
03,1,goroutines,goroutines,prometheus,low,30,42.167,43.0,43.0
03,1,goroutines,goroutines,prometheus,medium,30,42.1,43.0,43.0
03,1,goroutines,goroutines,prometheus,high,30,42.067,42.55,43.0
