stage,run,metric,unit,target,load_level,samples,mean,p95,max
01,1,process_cpu_percent,percentual de um nucleo,monolith,low,30,37.953,41.535,41.64
01,1,process_cpu_percent,percentual de um nucleo,monolith,medium,30,78.864,82.982,83.44
01,1,process_cpu_percent,percentual de um nucleo,monolith,high,30,162.061,170.659,170.78
01,1,process_cpu_percent,percentual de um nucleo,cadvisor,low,30,0.267,0.32,0.34
01,1,process_cpu_percent,percentual de um nucleo,cadvisor,medium,30,0.197,0.26,0.26
01,1,process_cpu_percent,percentual de um nucleo,cadvisor,high,30,0.157,0.18,0.2
01,1,process_cpu_percent,percentual de um nucleo,prometheus,low,30,0.215,0.273,0.28
01,1,process_cpu_percent,percentual de um nucleo,prometheus,medium,30,0.139,0.16,0.18
01,1,process_cpu_percent,percentual de um nucleo,prometheus,high,30,0.116,0.14,0.14
01,1,process_memory_mb,MB,monolith,low,30,24.838,25.407,25.465
01,1,process_memory_mb,MB,monolith,medium,30,30.712,31.575,32.02
01,1,process_memory_mb,MB,monolith,high,30,40.613,41.099,41.141
01,1,process_memory_mb,MB,cadvisor,low,30,41.202,42.445,42.57
01,1,process_memory_mb,MB,cadvisor,medium,30,41.858,42.977,42.977
01,1,process_memory_mb,MB,cadvisor,high,30,42.157,43.048,43.062
01,1,process_memory_mb,MB,prometheus,low,30,87.08,90.047,90.047
01,1,process_memory_mb,MB,prometheus,medium,30,89.711,90.438,90.438
01,1,process_memory_mb,MB,prometheus,high,30,88.548,89.535,89.535
01,1,goroutines,goroutines,monolith,low,30,59.433,60.0,69.0
01,1,goroutines,goroutines,monolith,medium,30,211.067,220.1,225.0
01,1,goroutines,goroutines,monolith,high,30,518.533,539.1,540.0
01,1,goroutines,goroutines,cadvisor,low,30,26.9,28.0,28.0
01,1,goroutines,goroutines,cadvisor,medium,30,27.067,28.0,28.0
01,1,goroutines,goroutines,cadvisor,high,30,26.8,28.0,28.0
01,1,goroutines,goroutines,prometheus,low,30,36.167,37.0,38.0
01,1,goroutines,goroutines,prometheus,medium,30,36.067,36.55,37.0
01,1,goroutines,goroutines,prometheus,high,30,36.033,36.0,37.0
01,1,heap_alloc_mb,MB,monolith,low,30,3.864,4.383,4.877
01,1,heap_alloc_mb,MB,monolith,medium,30,6.053,7.282,7.605
01,1,heap_alloc_mb,MB,monolith,high,30,10.317,13.314,13.367
01,1,heap_alloc_mb,MB,cadvisor,low,30,6.412,7.734,8.688
01,1,heap_alloc_mb,MB,cadvisor,medium,30,6.415,7.985,8.285
01,1,heap_alloc_mb,MB,cadvisor,high,30,6.307,7.624,8.165
01,1,heap_alloc_mb,MB,prometheus,low,30,26.636,31.212,32.14
01,1,heap_alloc_mb,MB,prometheus,medium,30,26.598,29.866,30.386
01,1,heap_alloc_mb,MB,prometheus,high,30,27.195,30.919,31.372
01,1,gc_pause_ms,ms,monolith,low,30,0.459,0.529,0.534
01,1,gc_pause_ms,ms,monolith,medium,30,0.446,0.504,0.508
01,1,gc_pause_ms,ms,monolith,high,30,0.397,0.436,0.461
01,1,gc_pause_ms,ms,cadvisor,low,30,0.167,0.279,0.303
01,1,gc_pause_ms,ms,cadvisor,medium,30,0.135,0.188,0.2
01,1,gc_pause_ms,ms,cadvisor,high,30,0.135,0.215,0.241
01,1,gc_pause_ms,ms,prometheus,low,30,0.128,0.311,0.311
01,1,gc_pause_ms,ms,prometheus,medium,30,0.035,0.116,0.141
01,1,gc_pause_ms,ms,prometheus,high,30,0.033,0.106,0.106
01,1,pool_acquired_conns,conexoes,monolith,low,30,0.133,0.0,4.0
01,1,pool_acquired_conns,conexoes,monolith,medium,30,0.933,4.55,8.0
01,1,pool_acquired_conns,conexoes,monolith,high,30,4.367,11.0,14.0
01,1,pool_idle_conns,conexoes,monolith,low,30,13.867,14.0,14.0
01,1,pool_idle_conns,conexoes,monolith,medium,30,13.067,14.0,14.0
01,1,pool_idle_conns,conexoes,monolith,high,30,9.633,14.0,14.0
01,1,pool_total_conns,conexoes,monolith,low,30,14.0,14.0,14.0
01,1,pool_total_conns,conexoes,monolith,medium,30,14.0,14.0,14.0
01,1,pool_total_conns,conexoes,monolith,high,30,14.0,14.0,14.0
01,1,pool_wait_per_acquire_ms,ms,monolith,low,30,0.014,0.021,0.033
01,1,pool_wait_per_acquire_ms,ms,monolith,medium,30,0.158,0.208,0.215
01,1,pool_wait_per_acquire_ms,ms,monolith,high,30,0.076,0.114,0.129
01,1,pool_empty_acquire_per_s,por segundo,monolith,low,30,5.511,9.127,10.24
01,1,pool_empty_acquire_per_s,por segundo,monolith,medium,30,242.301,310.773,312.74
01,1,pool_empty_acquire_per_s,por segundo,monolith,high,30,437.862,584.958,623.9
01,1,cpu_percent,percentual de um nucleo,api,low,60,41.711,46.945,49.92
01,1,cpu_percent,percentual de um nucleo,api,medium,60,82.907,97.962,101.16
01,1,cpu_percent,percentual de um nucleo,api,high,60,174.965,187.148,189.31
01,1,memory_mb,MB,api,low,60,18.309,19.073,19.33
