timestamp,service,value
1789444005,monolith,0.05415763309475268
1789444015,monolith,0.06238409404393387
1789444025,monolith,0.05877163151795903
1789444035,monolith,0.029738813307126823
1789444045,monolith,0.01865972932739996
1789444055,monolith,0.014326242304260496
1789444065,monolith,0.012315862279551894
1789444075,monolith,0.010001271501405631
1789444085,monolith,0.008330969969713775
1789444095,monolith,0.009176302819510188
1789444105,monolith,0.008555154020618556
1789444115,monolith,0.009275020783505157
1789444125,monolith,0.009679163463917527
1789444135,monolith,0.010273704412371134
1789444145,monolith,0.010769913484536084
1789444155,monolith,0.014103078556701034
1789444165,monolith,0.014214057072164948
1789444175,monolith,0.013885579752577317
1789444185,monolith,0.014052715876288658
1789444195,monolith,0.01323581542268041
1789444205,monolith,0.012900364865979383
1789444215,monolith,0.015361158350515467
1789444225,monolith,0.014758283752577319
1789444235,monolith,0.014326719958762887
1789444245,monolith,0.015590953608247422
1789444255,monolith,0.012463409113402057
1789444265,monolith,0.009579678391752578
1789444275,monolith,0.011446580659793818
1789444285,monolith,0.012209146103092787
1789444295,monolith,0.01251592482474227
1789444305,monolith,0.013975701690721655
1789444315,monolith,0.01391765162886598
1789444325,monolith,0.012677696577319587
1789444335,monolith,0.01822026507216495
1789444345,monolith,0.015615333567010316
1789444355,monolith,0.01283782674794911
1789444365,monolith,0.013647026353149952
1789444375,monolith,0.014802260948071438
1789444385,monolith,0.014363811912947638
1789444395,monolith,0.02504204235403151
1789444405,monolith,0.03650856436240389
1789444415,monolith,0.04445213301839359
1789444425,monolith,0.04428777587912031
1789444435,monolith,0.04854080777707486
1789444445,monolith,0.06939775013518064
1789444455,monolith,0.08987128917472058
1789444465,monolith,0.10851235724143571
1789444475,monolith,0.14983879417515486
1789444485,monolith,0.17659922400614758
1789444495,monolith,0.1756105396573116
1789444505,monolith,0.18671763762337673
1789444515,monolith,0.19651715983572896
1789444525,monolith,0.18793980637652027
1789444535,monolith,0.20250705541067768
1789444545,monolith,0.21149429038382594
1789444555,monolith,0.20756637125256674
1789444565,monolith,0.2016448365471311
1789444575,monolith,0.1879394462740434
1789444585,monolith,0.19421570223360649
1789444595,monolith,0.20051591810092675
1789444605,monolith,0.20178790543618796
1789444615,monolith,0.21888978071571602
1789444625,monolith,0.23079454420775586
1789444635,monolith,0.22258047318757898
1789444645,monolith,0.2097467836858317
1789444655,monolith,0.2028759356495126
1789444665,monolith,0.19451288669753505
1789444675,monolith,0.22105963548254626
1789444685,monolith,0.1790660027807968
1789444695,monolith,0.13451942371095152
1789444705,monolith,0.09492820747716493
1789444715,monolith,0.08540414512037217
1789444725,monolith,0.055723400510063976
1789444735,monolith,0.055018105151700844
1789444745,monolith,0.06545018200059947
1789444755,monolith,0.07332895464108355
1789444765,monolith,0.06044600015487888
1789444775,monolith,0.06272215434955458
1789444785,monolith,0.061953416333321056
1789444795,monolith,0.06268262518660515
1789444805,monolith,0.06733202805125735
1789444815,monolith,0.0679328247836407
1789444825,monolith,0.06676240471209095
1789444835,monolith,0.07242584781278812
1789444845,monolith,0.0725271709787516
1789444855,monolith,0.06562850861728026
1789444865,monolith,0.06339332301689556
1789444875,monolith,0.06433624394032673
1789444885,monolith,0.05437828327789731
1789444895,monolith,0.052817186077229065
1789444905,monolith,0.05140554228553492
1789444915,monolith,0.05708480354906991
1789444925,monolith,0.052675274483742734
1789444935,monolith,0.05582303902936382
1789444945,monolith,0.05328947956641078
1789444955,monolith,0.0560915945707853
1789444965,monolith,0.0550312895869858
1789444975,monolith,0.05586554750758495
1789444985,monolith,0.08351332415999474
1789444995,monolith,0.08339062605967637
1789445005,monolith,0.07878369243822257
1789445015,monolith,0.07429164534668299
1789445025,monolith,0.07418585545766906
1789445035,monolith,0.041106525983235054
