timestamp,service,value
1790052305,inventory-service,0
1790052315,inventory-service,0
1790052325,inventory-service,0
1790052335,inventory-service,0
1790052345,inventory-service,0
1790052355,inventory-service,0
1790052365,inventory-service,0
1790052375,inventory-service,0
1790052385,inventory-service,0
1790052395,inventory-service,0
1790052405,inventory-service,0
1790052415,inventory-service,0
1790052425,inventory-service,0
1790052435,inventory-service,0
1790052445,inventory-service,0
1790052455,inventory-service,0
1790052465,inventory-service,0
1790052475,inventory-service,2
1790052485,inventory-service,0
1790052495,inventory-service,0
1790052505,inventory-service,0
1790052515,inventory-service,0
1790052525,inventory-service,0
1790052535,inventory-service,1
1790052545,inventory-service,0
1790052555,inventory-service,0
1790052565,inventory-service,0
1790052575,inventory-service,0
1790052585,inventory-service,0
1790052595,inventory-service,0
1790052605,inventory-service,3
1790052615,inventory-service,0
1790052625,inventory-service,0
1790052635,inventory-service,0
1790052645,inventory-service,0
1790052655,inventory-service,1
1790052665,inventory-service,0
1790052675,inventory-service,0
1790052685,inventory-service,0
1790052695,inventory-service,0
1790052705,inventory-service,0
1790052715,inventory-service,0
1790052725,inventory-service,0
1790052735,inventory-service,0
1790052745,inventory-service,0
1790052755,inventory-service,0
1790052765,inventory-service,0
1790052775,inventory-service,0
1790052785,inventory-service,0
1790052795,inventory-service,1
1790052805,inventory-service,1
1790052815,inventory-service,0
1790052825,inventory-service,0
1790052835,inventory-service,0
1790052845,inventory-service,0
1790052855,inventory-service,0
1790052865,inventory-service,0
1790052875,inventory-service,1
1790052885,inventory-service,0
1790052895,inventory-service,0
1790052905,inventory-service,0
1790052915,inventory-service,0
1790052925,inventory-service,0
1790052935,inventory-service,0
1790052945,inventory-service,0
1790052955,inventory-service,1
1790052965,inventory-service,0
1790052975,inventory-service,0
1790052985,inventory-service,3
1790052995,inventory-service,0
1790053005,inventory-service,1
1790053015,inventory-service,2
1790053025,inventory-service,0
1790053035,inventory-service,0
1790053045,inventory-service,0
1790053055,inventory-service,0
1790053065,inventory-service,0
1790053075,inventory-service,0
1790053085,inventory-service,0
1790053095,inventory-service,0
1790053105,inventory-service,0
1790053115,inventory-service,0
1790053125,inventory-service,0
1790053135,inventory-service,0
1790053145,inventory-service,0
1790053155,inventory-service,1
1790053165,inventory-service,0
1790053175,inventory-service,0
1790053185,inventory-service,2
1790053195,inventory-service,0
1790053205,inventory-service,3
1790053215,inventory-service,0
1790053225,inventory-service,0
1790053235,inventory-service,0
1790053245,inventory-service,0
1790053255,inventory-service,1
1790053265,inventory-service,0
1790053275,inventory-service,0
1790053285,inventory-service,3
1790053295,inventory-service,1
1790053305,inventory-service,0
1790053315,inventory-service,0
1790053325,inventory-service,0
1790053335,inventory-service,0
1790052305,orders-service,0
1790052315,orders-service,0
1790052325,orders-service,0
1790052335,orders-service,0
1790052345,orders-service,0
1790052355,orders-service,0
1790052365,orders-service,0
1790052375,orders-service,0
1790052385,orders-service,1
1790052395,orders-service,1
1790052405,orders-service,0
1790052415,orders-service,0
1790052425,orders-service,0
1790052435,orders-service,0
1790052445,orders-service,0
1790052455,orders-service,1
1790052465,orders-service,0
1790052475,orders-service,0
1790052485,orders-service,0
1790052495,orders-service,0
1790052505,orders-service,0
1790052515,orders-service,1
1790052525,orders-service,0
1790052535,orders-service,0
1790052545,orders-service,1
1790052555,orders-service,0
1790052565,orders-service,0
1790052575,orders-service,0
1790052585,orders-service,0
1790052595,orders-service,2
1790052605,orders-service,0
1790052615,orders-service,0
1790052625,orders-service,0
1790052635,orders-service,0
1790052645,orders-service,1
1790052655,orders-service,0
1790052665,orders-service,0
1790052675,orders-service,1
1790052685,orders-service,0
1790052695,orders-service,1
1790052705,orders-service,2
1790052715,orders-service,2
1790052725,orders-service,0
1790052735,orders-service,1
1790052745,orders-service,5
1790052755,orders-service,1
1790052765,orders-service,2
1790052775,orders-service,0
1790052785,orders-service,0
1790052795,orders-service,4
1790052805,orders-service,0
1790052815,orders-service,0
1790052825,orders-service,3
1790052835,orders-service,0
1790052845,orders-service,2
1790052855,orders-service,1
1790052865,orders-service,0
1790052875,orders-service,2
1790052885,orders-service,3
1790052895,orders-service,5
1790052905,orders-service,7
1790052915,orders-service,2
1790052925,orders-service,1
1790052935,orders-service,2
1790052945,orders-service,3
1790052955,orders-service,1
1790052965,orders-service,0
1790052975,orders-service,5
1790052985,orders-service,2
1790052995,orders-service,10
1790053005,orders-service,0
1790053015,orders-service,9
1790053025,orders-service,13
1790053035,orders-service,13
1790053045,orders-service,13
1790053055,orders-service,11
1790053065,orders-service,12
1790053075,orders-service,12
1790053085,orders-service,11
1790053095,orders-service,12
1790053105,orders-service,14
1790053115,orders-service,11
1790053125,orders-service,12
1790053135,orders-service,14
1790053145,orders-service,10
1790053155,orders-service,8
1790053165,orders-service,14
1790053175,orders-service,14
1790053185,orders-service,11
1790053195,orders-service,13
1790053205,orders-service,2
1790053215,orders-service,14
1790053225,orders-service,12
1790053235,orders-service,14
1790053245,orders-service,2
1790053255,orders-service,5
1790053265,orders-service,13
1790053275,orders-service,8
1790053285,orders-service,13
1790053295,orders-service,12
1790053305,orders-service,6
1790053315,orders-service,1
