stage,run,metric,unit,target,load_level,samples,mean,p95,max
05,1,process_cpu_percent,percentual de um nucleo,cadvisor,low,30,0.254,0.3,0.32
05,1,process_cpu_percent,percentual de um nucleo,cadvisor,medium,30,0.168,0.22,0.22
05,1,process_cpu_percent,percentual de um nucleo,cadvisor,high,30,0.206,0.26,0.28
05,1,process_cpu_percent,percentual de um nucleo,inventory-service,low,30,3.632,4.031,4.06
05,1,process_cpu_percent,percentual de um nucleo,inventory-service,medium,30,10.392,11.091,11.16
05,1,process_cpu_percent,percentual de um nucleo,inventory-service,high,30,17.582,18.544,18.66
05,1,process_cpu_percent,percentual de um nucleo,prometheus,low,30,0.227,0.283,0.34
05,1,process_cpu_percent,percentual de um nucleo,prometheus,medium,30,0.145,0.171,0.18
05,1,process_cpu_percent,percentual de um nucleo,prometheus,high,30,0.177,0.211,0.22
05,1,process_cpu_percent,percentual de um nucleo,orders-service,low,30,28.93,32.111,32.14
05,1,process_cpu_percent,percentual de um nucleo,orders-service,medium,30,105.887,126.339,126.72
05,1,process_cpu_percent,percentual de um nucleo,orders-service,high,30,416.089,490.808,494.541
05,1,process_cpu_percent,percentual de um nucleo,products-service,low,30,14.683,16.142,16.26
05,1,process_cpu_percent,percentual de um nucleo,products-service,medium,30,40.613,42.831,42.88
05,1,process_cpu_percent,percentual de um nucleo,products-service,high,30,68.755,73.546,74.04
05,1,process_cpu_percent,percentual de um nucleo,users-service,low,30,14.73,16.104,16.28
05,1,process_cpu_percent,percentual de um nucleo,users-service,medium,30,40.334,42.582,42.6
05,1,process_cpu_percent,percentual de um nucleo,users-service,high,30,61.117,66.514,67.46
05,1,process_memory_mb,MB,cadvisor,low,30,41.066,42.203,42.328
05,1,process_memory_mb,MB,cadvisor,medium,30,42.047,43.24,43.953
05,1,process_memory_mb,MB,cadvisor,high,30,43.012,44.878,45.547
05,1,process_memory_mb,MB,inventory-service,low,30,18.586,19.891,20.277
05,1,process_memory_mb,MB,inventory-service,medium,30,19.892,20.335,20.438
05,1,process_memory_mb,MB,inventory-service,high,30,21.872,22.443,22.738
05,1,process_memory_mb,MB,prometheus,low,30,84.458,87.449,87.449
05,1,process_memory_mb,MB,prometheus,medium,30,87.917,89.105,89.855
05,1,process_memory_mb,MB,prometheus,high,30,88.644,89.98,89.98
05,1,process_memory_mb,MB,orders-service,low,30,21.483,22.321,22.43
05,1,process_memory_mb,MB,orders-service,medium,30,23.393,23.801,23.844
05,1,process_memory_mb,MB,orders-service,high,30,44.311,50.344,51.82
05,1,process_memory_mb,MB,products-service,low,30,20.86,21.911,22.168
05,1,process_memory_mb,MB,products-service,medium,30,22.521,22.964,23.164
05,1,process_memory_mb,MB,products-service,high,30,26.885,27.484,27.695
05,1,process_memory_mb,MB,users-service,low,30,20.324,21.313,21.43
05,1,process_memory_mb,MB,users-service,medium,30,21.912,22.341,22.438
05,1,process_memory_mb,MB,users-service,high,30,26.463,27.981,29.262
05,1,goroutines,goroutines,cadvisor,low,30,26.867,28.0,28.0
05,1,goroutines,goroutines,cadvisor,medium,30,27.1,28.0,28.0
05,1,goroutines,goroutines,cadvisor,high,30,26.633,28.0,28.0
05,1,goroutines,goroutines,inventory-service,low,30,26.933,35.55,36.0
05,1,goroutines,goroutines,inventory-service,medium,30,40.533,43.55,48.0
05,1,goroutines,goroutines,inventory-service,high,30,75.967,84.0,86.0
05,1,goroutines,goroutines,prometheus,low,30,45.1,46.0,46.0
05,1,goroutines,goroutines,prometheus,medium,30,45.267,46.0,50.0
05,1,goroutines,goroutines,prometheus,high,30,45.067,45.55,46.0
05,1,goroutines,goroutines,orders-service,low,30,44.167,55.0,55.0
05,1,goroutines,goroutines,orders-service,medium,30,71.467,82.55,84.0
05,1,goroutines,goroutines,orders-service,high,30,568.433,843.3,927.0
05,1,goroutines,goroutines,products-service,low,30,37.033,47.1,48.0
05,1,goroutines,goroutines,products-service,medium,30,54.8,60.55,67.0
05,1,goroutines,goroutines,products-service,high,30,155.533,181.65,184.0
05,1,goroutines,goroutines,users-service,low,30,32.4,45.0,47.0
05,1,goroutines,goroutines,users-service,medium,30,50.233,54.0,55.0
05,1,goroutines,goroutines,users-service,high,30,144.6,167.2,180.0
05,1,heap_alloc_mb,MB,cadvisor,low,30,6.348,8.081,8.462
05,1,heap_alloc_mb,MB,cadvisor,medium,30,6.525,8.476,8.849
05,1,heap_alloc_mb,MB,cadvisor,high,30,7.244,8.97,9.37
05,1,heap_alloc_mb,MB,inventory-service,low,30,2.561,3.599,4.002
05,1,heap_alloc_mb,MB,inventory-service,medium,30,2.333,3.071,3.147
05,1,heap_alloc_mb,MB,inventory-service,high,30,2.766,3.391,3.549
05,1,heap_alloc_mb,MB,prometheus,low,30,20.274,22.803,23.345
05,1,heap_alloc_mb,MB,prometheus,medium,30,22.553,25.516,25.947
05,1,heap_alloc_mb,MB,prometheus,high,30,21.017,23.55,24.028
05,1,heap_alloc_mb,MB,orders-service,low,30,2.487,3.065,3.219
05,1,heap_alloc_mb,MB,orders-service,medium,30,2.948,3.5,3.615
05,1,heap_alloc_mb,MB,orders-service,high,30,10.36,14.243,17.228
05,1,heap_alloc_mb,MB,products-service,low,30,2.722,3.388,3.66
05,1,heap_alloc_mb,MB,products-service,medium,30,3.278,4.246,4.33
05,1,heap_alloc_mb,MB,products-service,high,30,4.677,5.519,5.874
05,1,heap_alloc_mb,MB,users-service,low,30,2.384,3.085,3.15
05,1,heap_alloc_mb,MB,users-service,medium,30,2.788,3.495,3.574
05,1,heap_alloc_mb,MB,users-service,high,30,4.425,6.489,8.224
05,1,gc_pause_ms,ms,cadvisor,low,30,0.132,0.155,0.161
05,1,gc_pause_ms,ms,cadvisor,medium,30,0.144,0.252,0.27
05,1,gc_pause_ms,ms,cadvisor,high,30,0.762,2.773,3.165
05,1,gc_pause_ms,ms,inventory-service,low,30,0.224,0.46,0.487
05,1,gc_pause_ms,ms,inventory-service,medium,30,0.197,0.337,0.381
05,1,gc_pause_ms,ms,inventory-service,high,30,1.247,2.481,2.646
