stage,run,metric,unit,target,load_level,samples,mean,p95,max
03,3,process_cpu_percent,percentual de um nucleo,cadvisor,low,30,0.271,0.32,0.34
03,3,process_cpu_percent,percentual de um nucleo,cadvisor,medium,30,0.172,0.22,0.24
03,3,process_cpu_percent,percentual de um nucleo,cadvisor,high,30,0.195,0.24,0.26
03,3,process_cpu_percent,percentual de um nucleo,prometheus,low,30,0.235,0.28,0.505
03,3,process_cpu_percent,percentual de um nucleo,prometheus,medium,30,0.143,0.171,0.18
03,3,process_cpu_percent,percentual de um nucleo,prometheus,high,30,0.171,0.2,0.22
03,3,process_cpu_percent,percentual de um nucleo,monolith-partial,low,30,25.639,28.357,28.52
03,3,process_cpu_percent,percentual de um nucleo,monolith-partial,medium,30,58.219,61.491,61.88
03,3,process_cpu_percent,percentual de um nucleo,monolith-partial,high,30,135.628,140.735,141.3
03,3,process_cpu_percent,percentual de um nucleo,products-service,low,30,16.505,18.522,18.561
03,3,process_cpu_percent,percentual de um nucleo,products-service,medium,30,38.776,41.299,41.402
03,3,process_cpu_percent,percentual de um nucleo,products-service,high,30,87.105,90.609,90.764
03,3,process_cpu_percent,percentual de um nucleo,users-service,low,30,13.139,14.591,14.62
03,3,process_cpu_percent,percentual de um nucleo,users-service,medium,30,31.254,33.311,33.34
03,3,process_cpu_percent,percentual de um nucleo,users-service,high,30,69.064,71.493,71.736
03,3,process_memory_mb,MB,cadvisor,low,30,40.731,42.338,42.816
03,3,process_memory_mb,MB,cadvisor,medium,30,42.309,43.305,43.305
03,3,process_memory_mb,MB,cadvisor,high,30,43.352,44.535,44.652
03,3,process_memory_mb,MB,prometheus,low,30,85.861,86.859,86.859
03,3,process_memory_mb,MB,prometheus,medium,30,89.173,90.234,90.234
03,3,process_memory_mb,MB,prometheus,high,30,89.113,90.082,90.082
03,3,process_memory_mb,MB,monolith-partial,low,30,23.162,24.848,25.016
03,3,process_memory_mb,MB,monolith-partial,medium,30,24.498,24.924,24.977
03,3,process_memory_mb,MB,monolith-partial,high,30,28.285,29.517,29.738
03,3,process_memory_mb,MB,products-service,low,30,19.887,20.79,21.156
03,3,process_memory_mb,MB,products-service,medium,30,22.065,23.017,23.152
03,3,process_memory_mb,MB,products-service,high,30,24.635,25.443,25.648
03,3,process_memory_mb,MB,users-service,low,30,18.234,18.78,18.988
03,3,process_memory_mb,MB,users-service,medium,30,18.888,19.434,19.648
03,3,process_memory_mb,MB,users-service,high,30,22.059,22.829,22.957
03,3,goroutines,goroutines,cadvisor,low,30,27.1,28.0,28.0
03,3,goroutines,goroutines,cadvisor,medium,30,26.967,28.0,28.0
03,3,goroutines,goroutines,cadvisor,high,30,26.367,27.55,28.0
03,3,goroutines,goroutines,prometheus,low,30,42.167,43.0,44.0
03,3,goroutines,goroutines,prometheus,medium,30,42.067,42.55,43.0
03,3,goroutines,goroutines,prometheus,high,30,42.2,43.0,44.0
03,3,goroutines,goroutines,monolith-partial,low,30,10.833,19.4,25.0
03,3,goroutines,goroutines,monolith-partial,medium,30,10.9,15.0,15.0
03,3,goroutines,goroutines,monolith-partial,high,30,42.367,77.5,89.0
03,3,goroutines,goroutines,products-service,low,30,9.6,12.55,15.0
03,3,goroutines,goroutines,products-service,medium,30,10.3,16.55,17.0
03,3,goroutines,goroutines,products-service,high,30,18.867,33.2,38.0
03,3,goroutines,goroutines,users-service,low,30,9.167,10.0,12.0
03,3,goroutines,goroutines,users-service,medium,30,9.733,13.1,15.0
03,3,goroutines,goroutines,users-service,high,30,19.333,31.75,35.0
03,3,heap_alloc_mb,MB,cadvisor,low,30,6.219,8.215,9.013
03,3,heap_alloc_mb,MB,cadvisor,medium,30,6.473,8.277,8.785
03,3,heap_alloc_mb,MB,cadvisor,high,30,7.209,9.451,10.109
03,3,heap_alloc_mb,MB,prometheus,low,30,23.899,27.723,28.228
03,3,heap_alloc_mb,MB,prometheus,medium,30,26.255,30.082,30.764
03,3,heap_alloc_mb,MB,prometheus,high,30,26.239,28.784,29.262
03,3,heap_alloc_mb,MB,monolith-partial,low,30,4.045,5.393,5.732
03,3,heap_alloc_mb,MB,monolith-partial,medium,30,4.566,5.315,6.091
03,3,heap_alloc_mb,MB,monolith-partial,high,30,5.472,6.771,7.209
03,3,heap_alloc_mb,MB,products-service,low,30,3.157,4.072,4.274
03,3,heap_alloc_mb,MB,products-service,medium,30,4.049,5.227,5.335
03,3,heap_alloc_mb,MB,products-service,high,30,4.564,5.589,7.068
03,3,heap_alloc_mb,MB,users-service,low,30,1.983,2.552,2.599
03,3,heap_alloc_mb,MB,users-service,medium,30,2.185,2.825,2.907
03,3,heap_alloc_mb,MB,users-service,high,30,3.105,3.97,4.328
03,3,gc_pause_ms,ms,cadvisor,low,30,0.194,0.287,0.299
03,3,gc_pause_ms,ms,cadvisor,medium,30,0.198,0.381,0.402
03,3,gc_pause_ms,ms,cadvisor,high,30,0.467,1.016,1.083
03,3,gc_pause_ms,ms,prometheus,low,30,0.109,0.372,0.372
03,3,gc_pause_ms,ms,prometheus,medium,30,0.052,0.145,0.145
03,3,gc_pause_ms,ms,prometheus,high,30,0.054,0.186,0.186
03,3,gc_pause_ms,ms,monolith-partial,low,30,0.393,0.496,0.546
03,3,gc_pause_ms,ms,monolith-partial,medium,30,0.241,0.259,0.33
03,3,gc_pause_ms,ms,monolith-partial,high,30,2.128,2.346,2.346
03,3,gc_pause_ms,ms,products-service,low,30,0.322,0.415,0.445
03,3,gc_pause_ms,ms,products-service,medium,30,0.205,0.229,0.236
03,3,gc_pause_ms,ms,products-service,high,30,1.716,1.971,2.028
03,3,gc_pause_ms,ms,users-service,low,30,0.333,0.484,0.503
03,3,gc_pause_ms,ms,users-service,medium,30,0.215,0.243,0.249
03,3,gc_pause_ms,ms,users-service,high,30,1.656,2.117,2.154
03,3,pool_acquired_conns,conexoes,monolith-partial-03,low,30,0.533,3.1,5.0
