timestamp,container,service,cpu_percent,memory_mb
1789454695.042,research-api-nginx-1,nginx,2.19,13.13
1789454695.042,research-api-users-service-1,users-service,0.74,7.18
1789454695.042,research-api-grafana-1,grafana,0.04,53.82
1789454695.042,research-api-monolith-partial-1,monolith-partial,3.41,6.641
1789454695.042,research-api-products-service-1,products-service,1.19,7.246
1789454695.042,research-api-postgres-1,postgres,2.99,31.94
1789454695.042,research-api-prometheus-1,prometheus,0.0,31.0
1789454695.042,research-api-cadvisor-1,cadvisor,0.0,15.0
1789454700.043,research-api-nginx-1,nginx,7.79,13.48
1789454700.043,research-api-users-service-1,users-service,3.97,8.031
1789454700.043,research-api-grafana-1,grafana,0.17,53.83
1789454700.043,research-api-monolith-partial-1,monolith-partial,8.49,9.543
1789454700.043,research-api-products-service-1,products-service,4.59,7.977
1789454700.043,research-api-postgres-1,postgres,7.06,40.48
1789454700.043,research-api-prometheus-1,prometheus,1.45,31.73
1789454700.043,research-api-cadvisor-1,cadvisor,1.02,16.13
1789454705.041,research-api-nginx-1,nginx,12.98,13.84
1789454705.041,research-api-users-service-1,users-service,7.03,10.19
1789454705.041,research-api-grafana-1,grafana,0.08,53.83
1789454705.041,research-api-monolith-partial-1,monolith-partial,12.75,9.539
1789454705.041,research-api-products-service-1,products-service,8.12,9.73
1789454705.041,research-api-postgres-1,postgres,11.65,42.15
1789454705.041,research-api-prometheus-1,prometheus,0.0,31.62
1789454705.041,research-api-cadvisor-1,cadvisor,0.0,15.56
1789454710.052,research-api-nginx-1,nginx,14.51,15.11
1789454710.052,research-api-users-service-1,users-service,8.05,8.977
1789454710.052,research-api-grafana-1,grafana,0.15,53.89
1789454710.052,research-api-monolith-partial-1,monolith-partial,16.51,10.69
1789454710.052,research-api-products-service-1,products-service,8.67,10.47
1789454710.052,research-api-postgres-1,postgres,16.56,47.0
1789454710.052,research-api-prometheus-1,prometheus,3.56,33.17
1789454710.052,research-api-cadvisor-1,cadvisor,2.09,16.89
1789454715.05,research-api-nginx-1,nginx,16.09,14.88
1789454715.05,research-api-users-service-1,users-service,8.21,10.61
1789454715.05,research-api-grafana-1,grafana,0.04,53.89
1789454715.05,research-api-monolith-partial-1,monolith-partial,17.54,10.42
1789454715.05,research-api-products-service-1,products-service,12.03,9.48
1789454715.05,research-api-postgres-1,postgres,18.06,51.74
1789454715.05,research-api-prometheus-1,prometheus,0.0,33.18
1789454715.05,research-api-cadvisor-1,cadvisor,0.0,16.62
1789454720.039,research-api-nginx-1,nginx,18.97,14.24
1789454720.039,research-api-users-service-1,users-service,10.3,11.28
1789454720.039,research-api-grafana-1,grafana,0.17,53.89
1789454720.039,research-api-monolith-partial-1,monolith-partial,23.3,10.55
1789454720.039,research-api-products-service-1,products-service,13.16,10.03
1789454720.039,research-api-postgres-1,postgres,21.73,68.4
1789454720.039,research-api-prometheus-1,prometheus,1.11,33.28
1789454720.039,research-api-cadvisor-1,cadvisor,1.95,17.02
1789454725.033,research-api-nginx-1,nginx,20.81,14.19
1789454725.033,research-api-users-service-1,users-service,12.46,10.21
1789454725.033,research-api-grafana-1,grafana,0.04,53.89
1789454725.033,research-api-monolith-partial-1,monolith-partial,22.5,12.2
1789454725.033,research-api-products-service-1,products-service,15.35,11.03
1789454725.033,research-api-postgres-1,postgres,23.74,68.91
1789454725.033,research-api-prometheus-1,prometheus,0.0,33.31
1789454725.033,research-api-cadvisor-1,cadvisor,0.0,17.02
1789454730.043,research-api-nginx-1,nginx,20.64,14.85
1789454730.043,research-api-users-service-1,users-service,9.92,10.04
1789454730.043,research-api-grafana-1,grafana,0.15,53.81
1789454730.043,research-api-monolith-partial-1,monolith-partial,24.96,13.98
1789454730.043,research-api-products-service-1,products-service,14.47,11.11
1789454730.043,research-api-postgres-1,postgres,22.36,69.38
1789454730.043,research-api-prometheus-1,prometheus,1.4,33.38
1789454730.043,research-api-cadvisor-1,cadvisor,2.09,17.54
1789454735.037,research-api-nginx-1,nginx,25.94,14.95
1789454735.037,research-api-users-service-1,users-service,13.99,11.01
1789454735.037,research-api-grafana-1,grafana,0.05,53.81
1789454735.037,research-api-monolith-partial-1,monolith-partial,24.46,13.57
1789454735.037,research-api-products-service-1,products-service,19.37,10.29
1789454735.037,research-api-postgres-1,postgres,28.02,70.61
1789454735.037,research-api-prometheus-1,prometheus,0.0,33.38
1789454735.037,research-api-cadvisor-1,cadvisor,0.0,17.29
1789454740.041,research-api-nginx-1,nginx,27.38,14.69
1789454740.041,research-api-users-service-1,users-service,14.65,11.7
1789454740.041,research-api-grafana-1,grafana,0.19,53.97
1789454740.041,research-api-monolith-partial-1,monolith-partial,30.65,13.8
1789454740.041,research-api-products-service-1,products-service,18.39,11.08
1789454740.041,research-api-postgres-1,postgres,34.26,71.14
1789454740.041,research-api-prometheus-1,prometheus,1.27,33.46
1789454740.041,research-api-cadvisor-1,cadvisor,2.62,17.48
1789454745.04,research-api-nginx-1,nginx,29.64,14.56
1789454745.04,research-api-users-service-1,users-service,15.57,11.05
1789454745.04,research-api-grafana-1,grafana,0.05,53.97
1789454745.04,research-api-monolith-partial-1,monolith-partial,26.01,14.87
1789454745.04,research-api-products-service-1,products-service,20.07,11.41
1789454745.04,research-api-postgres-1,postgres,38.33,71.16
1789454745.04,research-api-prometheus-1,prometheus,0.0,33.45
1789454745.04,research-api-cadvisor-1,cadvisor,0.0,17.47
1789454750.037,research-api-nginx-1,nginx,29.03,15.59
1789454750.037,research-api-users-service-1,users-service,15.52,12.34
1789454750.037,research-api-grafana-1,grafana,0.26,54.47
1789454750.037,research-api-monolith-partial-1,monolith-partial,28.64,14.39
1789454750.037,research-api-products-service-1,products-service,18.31,12.8
1789454750.037,research-api-postgres-1,postgres,35.18,72.86
1789454750.037,research-api-prometheus-1,prometheus,1.35,34.01
1789454750.037,research-api-cadvisor-1,cadvisor,2.91,18.16
1789454755.063,research-api-nginx-1,nginx,28.38,16.0
1789454755.063,research-api-users-service-1,users-service,16.8,10.26
1789454755.063,research-api-grafana-1,grafana,0.04,53.98
1789454755.063,research-api-monolith-partial-1,monolith-partial,27.95,14.52
1789454755.063,research-api-products-service-1,products-service,19.93,12.54
1789454755.063,research-api-postgres-1,postgres,25.42,73.07
1789454755.063,research-api-prometheus-1,prometheus,0.0,34.01
1789454755.063,research-api-cadvisor-1,cadvisor,0.01,18.16
1789454760.079,research-api-nginx-1,nginx,26.38,16.67
1789454760.079,research-api-users-service-1,users-service,17.3,10.88
1789454760.079,research-api-grafana-1,grafana,0.17,54.23
1789454760.079,research-api-monolith-partial-1,monolith-partial,29.98,14.75
1789454760.079,research-api-products-service-1,products-service,16.95,12.12
1789454760.079,research-api-postgres-1,postgres,36.91,78.78
1789454760.079,research-api-prometheus-1,prometheus,1.19,34.04
1789454760.079,research-api-cadvisor-1,cadvisor,1.44,18.18
1789454765.065,research-api-nginx-1,nginx,24.75,15.57
1789454765.065,research-api-users-service-1,users-service,15.04,10.11
1789454765.065,research-api-grafana-1,grafana,0.06,53.98
1789454765.065,research-api-monolith-partial-1,monolith-partial,25.84,14.52
1789454765.065,research-api-products-service-1,products-service,14.91,11.85
1789454765.065,research-api-postgres-1,postgres,30.03,79.21
1789454765.065,research-api-prometheus-1,prometheus,0.0,34.04
1789454765.065,research-api-cadvisor-1,cadvisor,0.0,18.18
1789454770.08,research-api-nginx-1,nginx,26.25,15.73
1789454770.08,research-api-users-service-1,users-service,13.73,11.42
1789454770.08,research-api-grafana-1,grafana,0.16,54.02
1789454770.08,research-api-monolith-partial-1,monolith-partial,30.5,14.52
1789454770.08,research-api-products-service-1,products-service,17.74,12.58
1789454770.08,research-api-postgres-1,postgres,35.51,79.63
1789454770.08,research-api-prometheus-1,prometheus,1.4,34.1
1789454770.08,research-api-cadvisor-1,cadvisor,2.32,18.6
1789454775.091,research-api-nginx-1,nginx,25.2,15.93
1789454775.091,research-api-users-service-1,users-service,13.61,10.73
1789454775.091,research-api-grafana-1,grafana,0.04,54.02
1789454775.091,research-api-monolith-partial-1,monolith-partial,27.5,15.71
1789454775.091,research-api-products-service-1,products-service,16.45,13.12
1789454775.091,research-api-postgres-1,postgres,30.56,78.96
1789454775.091,research-api-prometheus-1,prometheus,0.0,34.09
1789454775.091,research-api-cadvisor-1,cadvisor,0.0,18.66
1789454780.066,research-api-nginx-1,nginx,25.56,16.19
1789454780.066,research-api-users-service-1,users-service,13.64,11.05
1789454780.066,research-api-grafana-1,grafana,0.21,54.35
1789454780.066,research-api-monolith-partial-1,monolith-partial,30.4,14.44
1789454780.066,research-api-products-service-1,products-service,18.96,13.41
1789454780.066,research-api-postgres-1,postgres,35.7,81.92
1789454780.066,research-api-prometheus-1,prometheus,1.34,34.77
1789454780.066,research-api-cadvisor-1,cadvisor,1.11,18.79
1789454785.082,research-api-nginx-1,nginx,27.91,16.5
1789454785.082,research-api-users-service-1,users-service,15.07,10.44
1789454785.082,research-api-grafana-1,grafana,0.04,54.1
1789454785.082,research-api-monolith-partial-1,monolith-partial,29.63,14.99
1789454785.082,research-api-products-service-1,products-service,17.75,12.75
1789454785.082,research-api-postgres-1,postgres,33.66,80.22
1789454785.082,research-api-prometheus-1,prometheus,0.0,34.76
1789454785.082,research-api-cadvisor-1,cadvisor,0.0,18.79
1789454790.083,research-api-nginx-1,nginx,25.48,16.64
1789454790.083,research-api-users-service-1,users-service,13.93,12.07
1789454790.083,research-api-grafana-1,grafana,0.16,54.56
1789454790.083,research-api-monolith-partial-1,monolith-partial,30.98,14.42
1789454790.083,research-api-products-service-1,products-service,17.53,14.45
