stage,run,metric,unit,target,load_level,samples,mean,p95,max
05,3,process_cpu_percent,percentual de um nucleo,cadvisor,low,30,0.247,0.3,0.32
05,3,process_cpu_percent,percentual de um nucleo,cadvisor,medium,30,0.175,0.2,0.22
05,3,process_cpu_percent,percentual de um nucleo,cadvisor,high,30,0.215,0.28,0.3
05,3,process_cpu_percent,percentual de um nucleo,inventory-service,low,30,3.63,3.94,3.98
05,3,process_cpu_percent,percentual de um nucleo,inventory-service,medium,30,10.341,11.042,11.14
05,3,process_cpu_percent,percentual de um nucleo,inventory-service,high,30,18.101,19.282,19.3
05,3,process_cpu_percent,percentual de um nucleo,prometheus,low,30,0.231,0.26,0.699
05,3,process_cpu_percent,percentual de um nucleo,prometheus,medium,30,0.157,0.2,0.22
05,3,process_cpu_percent,percentual de um nucleo,prometheus,high,30,0.185,0.22,0.24
05,3,process_cpu_percent,percentual de um nucleo,orders-service,low,30,29.576,32.112,32.76
05,3,process_cpu_percent,percentual de um nucleo,orders-service,medium,30,108.318,125.368,125.9
05,3,process_cpu_percent,percentual de um nucleo,orders-service,high,30,453.276,523.039,529.299
05,3,process_cpu_percent,percentual de um nucleo,products-service,low,30,14.695,15.851,15.88
05,3,process_cpu_percent,percentual de um nucleo,products-service,medium,30,40.456,42.984,43.1
05,3,process_cpu_percent,percentual de um nucleo,products-service,high,30,71.149,76.331,78.34
05,3,process_cpu_percent,percentual de um nucleo,users-service,low,30,14.701,15.922,15.98
05,3,process_cpu_percent,percentual de um nucleo,users-service,medium,30,40.095,42.635,42.9
05,3,process_cpu_percent,percentual de um nucleo,users-service,high,30,63.028,68.188,70.54
05,3,process_memory_mb,MB,cadvisor,low,30,40.966,42.246,42.512
05,3,process_memory_mb,MB,cadvisor,medium,30,42.988,44.332,44.445
05,3,process_memory_mb,MB,cadvisor,high,30,43.341,45.567,46.555
05,3,process_memory_mb,MB,inventory-service,low,30,18.186,19.046,19.371
05,3,process_memory_mb,MB,inventory-service,medium,30,19.645,20.068,20.223
05,3,process_memory_mb,MB,inventory-service,high,30,21.887,22.52,22.559
05,3,process_memory_mb,MB,prometheus,low,30,92.105,94.444,94.5
05,3,process_memory_mb,MB,prometheus,medium,30,90.399,91.078,91.078
05,3,process_memory_mb,MB,prometheus,high,30,91.084,91.953,91.953
05,3,process_memory_mb,MB,orders-service,low,30,21.612,22.68,22.746
05,3,process_memory_mb,MB,orders-service,medium,30,23.337,23.69,23.906
05,3,process_memory_mb,MB,orders-service,high,30,45.228,50.188,50.961
05,3,process_memory_mb,MB,products-service,low,30,20.857,21.867,21.902
05,3,process_memory_mb,MB,products-service,medium,30,22.736,23.11,23.188
05,3,process_memory_mb,MB,products-service,high,30,26.807,27.978,28.098
05,3,process_memory_mb,MB,users-service,low,30,19.971,20.969,21.137
05,3,process_memory_mb,MB,users-service,medium,30,21.654,21.952,22.0
05,3,process_memory_mb,MB,users-service,high,30,26.276,27.402,27.73
05,3,goroutines,goroutines,cadvisor,low,30,26.833,28.0,28.0
05,3,goroutines,goroutines,cadvisor,medium,30,27.033,28.0,28.0
05,3,goroutines,goroutines,cadvisor,high,30,26.5,27.55,28.0
05,3,goroutines,goroutines,inventory-service,low,30,26.2,33.0,34.0
05,3,goroutines,goroutines,inventory-service,medium,30,39.733,43.0,45.0
05,3,goroutines,goroutines,inventory-service,high,30,76.9,91.95,103.0
05,3,goroutines,goroutines,prometheus,low,30,45.1,46.0,46.0
05,3,goroutines,goroutines,prometheus,medium,30,45.367,46.55,48.0
05,3,goroutines,goroutines,prometheus,high,30,45.267,46.0,46.0
05,3,goroutines,goroutines,orders-service,low,30,41.967,52.1,53.0
05,3,goroutines,goroutines,orders-service,medium,30,70.0,76.65,82.0
05,3,goroutines,goroutines,orders-service,high,30,548.367,851.15,944.0
05,3,goroutines,goroutines,products-service,low,30,34.4,44.1,46.0
05,3,goroutines,goroutines,products-service,medium,30,52.867,60.2,63.0
05,3,goroutines,goroutines,products-service,high,30,158.8,188.75,197.0
05,3,goroutines,goroutines,users-service,low,30,31.6,39.0,41.0
05,3,goroutines,goroutines,users-service,medium,30,49.667,57.55,58.0
05,3,goroutines,goroutines,users-service,high,30,148.067,183.5,192.0
05,3,heap_alloc_mb,MB,cadvisor,low,30,6.256,7.448,8.927
05,3,heap_alloc_mb,MB,cadvisor,medium,30,6.954,9.582,10.456
05,3,heap_alloc_mb,MB,cadvisor,high,30,7.262,9.845,10.13
05,3,heap_alloc_mb,MB,inventory-service,low,30,2.204,3.129,3.36
05,3,heap_alloc_mb,MB,inventory-service,medium,30,2.045,2.795,3.007
05,3,heap_alloc_mb,MB,inventory-service,high,30,2.862,3.66,3.772
05,3,heap_alloc_mb,MB,prometheus,low,30,33.821,53.98,54.605
05,3,heap_alloc_mb,MB,prometheus,medium,30,25.644,28.448,28.846
05,3,heap_alloc_mb,MB,prometheus,high,30,25.953,28.941,29.661
05,3,heap_alloc_mb,MB,orders-service,low,30,2.396,2.66,2.93
05,3,heap_alloc_mb,MB,orders-service,medium,30,2.735,3.072,3.124
05,3,heap_alloc_mb,MB,orders-service,high,30,10.265,15.87,17.154
05,3,heap_alloc_mb,MB,products-service,low,30,2.742,3.579,3.799
05,3,heap_alloc_mb,MB,products-service,medium,30,3.307,4.026,4.331
05,3,heap_alloc_mb,MB,products-service,high,30,4.854,5.926,6.226
05,3,heap_alloc_mb,MB,users-service,low,30,2.3,2.921,3.032
05,3,heap_alloc_mb,MB,users-service,medium,30,2.686,3.294,3.355
05,3,heap_alloc_mb,MB,users-service,high,30,4.213,5.457,5.605
05,3,gc_pause_ms,ms,cadvisor,low,30,0.149,0.199,0.219
05,3,gc_pause_ms,ms,cadvisor,medium,30,0.165,0.326,0.33
05,3,gc_pause_ms,ms,cadvisor,high,30,2.364,9.89,10.684
05,3,gc_pause_ms,ms,inventory-service,low,30,0.177,0.214,0.221
05,3,gc_pause_ms,ms,inventory-service,medium,30,0.187,0.277,0.294
05,3,gc_pause_ms,ms,inventory-service,high,30,0.913,1.477,1.65
05,3,gc_pause_ms,ms,prometheus,low,30,0.045,0.129,0.191
05,3,gc_pause_ms,ms,prometheus,medium,30,0.077,0.203,0.203
05,3,gc_pause_ms,ms,prometheus,high,30,0.05,0.13,0.13
05,3,gc_pause_ms,ms,orders-service,low,30,0.381,0.461,0.475
05,3,gc_pause_ms,ms,orders-service,medium,30,0.325,0.352,0.354
05,3,gc_pause_ms,ms,orders-service,high,30,5.056,6.582,6.726
05,3,gc_pause_ms,ms,products-service,low,30,0.271,0.335,0.366
05,3,gc_pause_ms,ms,products-service,medium,30,0.266,0.305,0.316
05,3,gc_pause_ms,ms,products-service,high,30,2.164,2.708,2.855
05,3,gc_pause_ms,ms,users-service,low,30,0.372,0.465,0.493
05,3,gc_pause_ms,ms,users-service,medium,30,0.303,0.378,0.389
05,3,gc_pause_ms,ms,users-service,high,30,2.084,2.605,2.631
05,3,pool_acquired_conns,conexoes,inventory-service,low,30,0.1,0.55,2.0
05,3,pool_acquired_conns,conexoes,inventory-service,medium,30,0.0,0.0,0.0
05,3,pool_acquired_conns,conexoes,inventory-service,high,30,1.233,5.75,10.0
05,3,pool_acquired_conns,conexoes,orders-service,low,30,0.1,1.0,1.0
05,3,pool_acquired_conns,conexoes,orders-service,medium,30,0.767,2.55,4.0
05,3,pool_acquired_conns,conexoes,orders-service,high,30,8.4,10.0,10.0
05,3,pool_acquired_conns,conexoes,products-service,low,30,0.0,0.0,0.0
05,3,pool_acquired_conns,conexoes,products-service,medium,30,0.467,2.0,3.0
05,3,pool_acquired_conns,conexoes,products-service,high,30,2.833,10.0,10.0
05,3,pool_acquired_conns,conexoes,users-service,low,30,0.233,1.55,2.0
05,3,pool_acquired_conns,conexoes,users-service,medium,30,0.4,1.55,2.0
05,3,pool_acquired_conns,conexoes,users-service,high,30,2.033,9.55,10.0
05,3,pool_idle_conns,conexoes,inventory-service,low,30,4.333,5.0,5.0
05,3,pool_idle_conns,conexoes,inventory-service,medium,30,5.967,7.0,7.0
05,3,pool_idle_conns,conexoes,inventory-service,high,30,8.767,10.0,10.0
05,3,pool_idle_conns,conexoes,orders-service,low,30,9.4,10.0,10.0
05,3,pool_idle_conns,conexoes,orders-service,medium,30,9.233,10.0,10.0
05,3,pool_idle_conns,conexoes,orders-service,high,30,1.6,5.55,7.0
05,3,pool_idle_conns,conexoes,products-service,low,30,8.9,10.0,10.0
05,3,pool_idle_conns,conexoes,products-service,medium,30,9.533,10.0,10.0
05,3,pool_idle_conns,conexoes,products-service,high,30,7.167,10.0,10.0
05,3,pool_idle_conns,conexoes,users-service,low,30,9.167,10.0,10.0
05,3,pool_idle_conns,conexoes,users-service,medium,30,9.6,10.0,10.0
05,3,pool_idle_conns,conexoes,users-service,high,30,7.967,10.0,10.0
05,3,pool_total_conns,conexoes,inventory-service,low,30,4.433,5.0,5.0
05,3,pool_total_conns,conexoes,inventory-service,medium,30,5.967,7.0,7.0
05,3,pool_total_conns,conexoes,inventory-service,high,30,10.0,10.0,10.0
05,3,pool_total_conns,conexoes,orders-service,low,30,9.5,10.0,10.0
05,3,pool_total_conns,conexoes,orders-service,medium,30,10.0,10.0,10.0
