timestamp,container,service,cpu_percent,memory_mb
1789602359.271,research-api-nginx-1,nginx,1.63,12.18
1789602359.271,research-api-orders-service-1,orders-service,1.6,6.297
1789602359.271,research-api-users-service-1,users-service,0.91,6.152
1789602359.271,research-api-grafana-1,grafana,0.04,44.51
1789602359.271,research-api-products-service-1,products-service,2.18,7.934
1789602359.271,research-api-inventory-service-1,inventory-service,1.15,6.801
1789602359.271,research-api-postgres-1,postgres,6.65,32.99
1789602359.271,research-api-prometheus-1,prometheus,0.03,37.67
1789602359.271,research-api-cadvisor-1,cadvisor,0.0,15.15
1789602364.253,research-api-nginx-1,nginx,5.06,13.91
1789602364.253,research-api-orders-service-1,orders-service,15.23,8.914
1789602364.253,research-api-users-service-1,users-service,6.28,8.027
1789602364.253,research-api-grafana-1,grafana,0.59,44.52
1789602364.253,research-api-products-service-1,products-service,5.53,9.098
1789602364.253,research-api-inventory-service-1,inventory-service,0.59,7.742
1789602364.253,research-api-postgres-1,postgres,15.83,42.12
1789602364.253,research-api-prometheus-1,prometheus,0.0,37.88
1789602364.253,research-api-cadvisor-1,cadvisor,0.99,16.07
1789602369.266,research-api-nginx-1,nginx,7.33,14.48
1789602369.266,research-api-orders-service-1,orders-service,15.3,11.51
1789602369.266,research-api-users-service-1,users-service,7.5,9.453
1789602369.266,research-api-grafana-1,grafana,0.04,44.52
1789602369.266,research-api-products-service-1,products-service,7.32,9.508
1789602369.266,research-api-inventory-service-1,inventory-service,1.94,7.977
1789602369.266,research-api-postgres-1,postgres,15.95,48.18
1789602369.266,research-api-prometheus-1,prometheus,0.03,37.93
1789602369.266,research-api-cadvisor-1,cadvisor,0.0,16.07
1789602374.224,research-api-nginx-1,nginx,10.17,14.12
1789602374.224,research-api-orders-service-1,orders-service,18.44,9.961
1789602374.224,research-api-users-service-1,users-service,10.52,9.242
1789602374.224,research-api-grafana-1,grafana,0.76,44.56
1789602374.224,research-api-products-service-1,products-service,10.16,10.18
1789602374.224,research-api-inventory-service-1,inventory-service,3.18,9.016
1789602374.224,research-api-postgres-1,postgres,20.24,51.02
1789602374.224,research-api-prometheus-1,prometheus,0.07,37.96
1789602374.224,research-api-cadvisor-1,cadvisor,0.02,16.8
1789602379.255,research-api-nginx-1,nginx,11.04,13.65
1789602379.255,research-api-orders-service-1,orders-service,22.32,10.39
1789602379.255,research-api-users-service-1,users-service,13.43,10.11
