timestamp,job,value
1789598098,cadvisor,0.1661466666666667
1789598108,cadvisor,0.14550833333333327
1789598118,cadvisor,0.19965333333333327
1789598128,cadvisor,0.2750000000000001
1789598138,cadvisor,0.32
1789598148,cadvisor,0.28
1789598158,cadvisor,0.27999999999999997
1789598168,cadvisor,0.28
1789598178,cadvisor,0.24
1789598188,cadvisor,0.14
1789598198,cadvisor,0.17999999999999994
1789598208,cadvisor,0.2000000000000001
1789598218,cadvisor,0.16000000000000003
1789598228,cadvisor,0.17999999999999994
1789598238,cadvisor,0.19999999999999996
1789598248,cadvisor,0.14
1789598258,cadvisor,0.2000000000000001
1789598268,cadvisor,0.2199999999999999
1789598278,cadvisor,0.19999999999999996
1789598288,cadvisor,0.21999999999999997
1789598298,cadvisor,0.24
1789598308,cadvisor,0.17999999999999994
1789598318,cadvisor,0.2200000000000002
1789598328,cadvisor,0.24
1789598338,cadvisor,0.21999999999999997
1789598348,cadvisor,0.21999999999999997
1789598358,cadvisor,0.21999999999999997
1789598368,cadvisor,0.17999999999999994
1789598378,cadvisor,0.28
1789598388,cadvisor,0.30000000000000004
1789598398,cadvisor,0.28
1789598408,cadvisor,0.28
1789598418,cadvisor,0.30000000000000004
1789598428,cadvisor,0.18000000000000016
1789598438,cadvisor,0.19999999999999996
1789598448,cadvisor,0.24
1789598458,cadvisor,0.21999999999999997
1789598468,cadvisor,0.17999999999999994
1789598478,cadvisor,0.17999999999999994
1789598488,cadvisor,0.14000000000000012
1789598498,cadvisor,0.16000000000000014
1789598508,cadvisor,0.18000000000000016
1789598518,cadvisor,0.18000000000000016
1789598528,cadvisor,0.20000000000000018
1789598538,cadvisor,0.21999999999999975
1789598548,cadvisor,0.1599999999999997
1789598558,cadvisor,0.21999999999999975
1789598568,cadvisor,0.19999999999999973
1789598578,cadvisor,0.23999999999999977
1789598588,cadvisor,0.2200000000000002
1789598598,cadvisor,0.2200000000000002
1789598608,cadvisor,0.14000000000000012
1789598618,cadvisor,0.21998680079195268
1789598628,cadvisor,0.16000000000000014
1789598638,cadvisor,0.18000000000000016
1789598648,cadvisor,0.20000000000000018
1789598658,cadvisor,0.20000000000000018
1789598668,cadvisor,0.18001080064803862
1789598678,cadvisor,0.23999999999999977
1789598688,cadvisor,0.21999999999999975
1789598698,cadvisor,0.21999999999999975
1789598708,cadvisor,0.21999999999999975
1789598718,cadvisor,0.18000000000000016
1789598728,cadvisor,0.12000000000000012
1789598738,cadvisor,0.20000000000000018
1789598748,cadvisor,0.18000000000000016
1789598758,cadvisor,0.20000000000000018
1789598768,cadvisor,0.20000000000000018
1789598778,cadvisor,0.24000000000000024
1789598788,cadvisor,0.179956810365512
1789598798,cadvisor,0.21999999999999975
1789598808,cadvisor,0.21998680079195224
1789598818,cadvisor,0.21999999999999975
1789598828,cadvisor,0.19999999999999973
1789598838,cadvisor,0.1999920003199874
1789598848,cadvisor,0.18000000000000016
1789598858,cadvisor,0.2400144008640521
1789598868,cadvisor,0.28000000000000025
1789598878,cadvisor,0.2599792016638671
1789598888,cadvisor,0.2400672188212702
1789598898,cadvisor,0.23999999999999977
1789598908,cadvisor,0.1599999999999997
1789598918,cadvisor,0.17998920064796084
1789598928,cadvisor,0.18001440115209186
1789598938,cadvisor,0.19999999999999973
1789598948,cadvisor,0.20000000000000018
1789598958,cadvisor,0.20000000000000018
1789598968,cadvisor,0.16000960057603428
1789598978,cadvisor,0.25998440093594366
1789598988,cadvisor,0.2599999999999998
1789598998,cadvisor,0.24000000000000024
1789599008,cadvisor,0.2799999999999998
1789599018,cadvisor,0.2600000000000007
1789599028,cadvisor,0.2000120007200434
1789599038,cadvisor,0.20000000000000018
1789599048,cadvisor,0.21999999999999975
1789599058,cadvisor,0.1800000000000006
1789599068,cadvisor,0.20000000000000018
1789599078,cadvisor,0.17999999999999972
1789599088,cadvisor,0.16000000000000014
1789599098,cadvisor,0.17999999999999972
1789599108,cadvisor,0.21999999999999975
1789599118,cadvisor,0.17999999999999972
1789598088,inventory-service,0
1789598098,inventory-service,0.2141416666666667
1789598108,inventory-service,0.6635527777777779
1789598118,inventory-service,1.3214908333333335
1789598128,inventory-service,2.094546666666666
1789598138,inventory-service,2.9056986666666664
1789598148,inventory-service,3.7483253333333333
1789598158,inventory-service,4.570568000000001
1789598168,inventory-service,4.800000000000001
1789598178,inventory-service,4.82
1789598188,inventory-service,4.800000000000001
1789598198,inventory-service,4.78
1789598208,inventory-service,4.800000000000001
1789598218,inventory-service,4.819999999999999
1789598228,inventory-service,4.819999999999999
1789598238,inventory-service,4.84
1789598248,inventory-service,4.8199999999999985
1789598258,inventory-service,4.76
1789598268,inventory-service,4.800000000000001
1789598278,inventory-service,4.8000000000000025
1789598288,inventory-service,4.779999999999999
1789598298,inventory-service,4.84
1789598308,inventory-service,4.84
1789598318,inventory-service,4.919999999999998
1789598328,inventory-service,4.939999999999998
1789598338,inventory-service,4.940000000000001
1789598348,inventory-service,4.900000000000002
1789598358,inventory-service,4.84
1789598368,inventory-service,4.720000000000002
1789598378,inventory-service,4.84
1789598388,inventory-service,4.859999999999999
1789598398,inventory-service,4.84
1789598408,inventory-service,4.84
1789598418,inventory-service,4.859999999999999
1789598428,inventory-service,5.060000000000002
1789598438,inventory-service,5.900000000000002
1789598448,inventory-service,7.120000000000001
1789598458,inventory-service,8.82
1789598468,inventory-service,10.360000000000003
1789598478,inventory-service,11.539999999999996
1789598488,inventory-service,12.539247645141291
1789598498,inventory-service,13.719999999999999
1789598508,inventory-service,14.700000000000003
1789598518,inventory-service,15.479999999999997
1789598528,inventory-service,16.300000000000004
1789598538,inventory-service,16.76100566033962
1789598548,inventory-service,16.699999999999996
1789598558,inventory-service,16.419999999999995
1789598568,inventory-service,16.499999999999993
