stage,run,metric,unit,target,load_level,samples,mean,p95,max
04,2,process_cpu_percent,percentual de um nucleo,cadvisor,low,30,0.226,0.291,0.32
04,2,process_cpu_percent,percentual de um nucleo,cadvisor,medium,30,0.195,0.24,0.24
04,2,process_cpu_percent,percentual de um nucleo,cadvisor,high,30,0.217,0.271,0.28
04,2,process_cpu_percent,percentual de um nucleo,inventory-service,low,30,4.513,4.931,4.94
04,2,process_cpu_percent,percentual de um nucleo,inventory-service,medium,30,15.234,16.664,16.761
04,2,process_cpu_percent,percentual de um nucleo,inventory-service,high,30,23.087,24.406,24.56
04,2,process_cpu_percent,percentual de um nucleo,prometheus,low,30,0.199,0.231,0.28
04,2,process_cpu_percent,percentual de um nucleo,prometheus,medium,30,0.165,0.211,0.22
04,2,process_cpu_percent,percentual de um nucleo,prometheus,high,30,0.189,0.22,0.22
04,2,process_cpu_percent,percentual de um nucleo,orders-service,low,30,29.614,32.402,32.66
04,2,process_cpu_percent,percentual de um nucleo,orders-service,medium,30,128.865,153.919,155.54
04,2,process_cpu_percent,percentual de um nucleo,orders-service,high,30,361.472,407.887,410.1
04,2,process_cpu_percent,percentual de um nucleo,products-service,low,30,17.547,19.295,19.36
04,2,process_cpu_percent,percentual de um nucleo,products-service,medium,30,56.404,62.342,62.6
04,2,process_cpu_percent,percentual de um nucleo,products-service,high,30,82.64,87.205,88.4
04,2,process_cpu_percent,percentual de um nucleo,users-service,low,30,16.775,18.424,18.48
04,2,process_cpu_percent,percentual de um nucleo,users-service,medium,30,53.043,59.101,59.62
04,2,process_cpu_percent,percentual de um nucleo,users-service,high,30,71.61,76.351,76.84
04,2,process_memory_mb,MB,cadvisor,low,30,40.831,42.452,42.832
04,2,process_memory_mb,MB,cadvisor,medium,30,42.666,43.795,43.797
04,2,process_memory_mb,MB,cadvisor,high,30,43.491,45.353,45.543
04,2,process_memory_mb,MB,inventory-service,low,30,17.804,19.002,19.059
04,2,process_memory_mb,MB,inventory-service,medium,30,18.379,18.71,18.828
04,2,process_memory_mb,MB,inventory-service,high,30,20.802,21.414,21.473
04,2,process_memory_mb,MB,prometheus,low,30,107.864,115.537,115.594
04,2,process_memory_mb,MB,prometheus,medium,30,89.57,90.176,90.176
04,2,process_memory_mb,MB,prometheus,high,30,90.88,92.082,92.082
04,2,process_memory_mb,MB,orders-service,low,30,20.983,21.768,21.809
04,2,process_memory_mb,MB,orders-service,medium,30,23.555,24.309,24.723
04,2,process_memory_mb,MB,orders-service,high,30,37.292,45.123,46.809
04,2,process_memory_mb,MB,products-service,low,30,20.103,21.268,21.523
04,2,process_memory_mb,MB,products-service,medium,30,22.421,23.23,23.523
04,2,process_memory_mb,MB,products-service,high,30,25.271,25.882,26.281
04,2,process_memory_mb,MB,users-service,low,30,18.846,19.605,19.797
04,2,process_memory_mb,MB,users-service,medium,30,20.779,21.409,21.496
04,2,process_memory_mb,MB,users-service,high,30,23.699,24.7,25.754
04,2,goroutines,goroutines,cadvisor,low,30,27.0,28.0,28.0
04,2,goroutines,goroutines,cadvisor,medium,30,26.733,28.0,28.0
04,2,goroutines,goroutines,cadvisor,high,30,26.533,28.0,28.0
04,2,goroutines,goroutines,inventory-service,low,30,9.667,12.55,14.0
04,2,goroutines,goroutines,inventory-service,medium,30,9.767,13.0,13.0
04,2,goroutines,goroutines,inventory-service,high,30,13.633,20.2,49.0
04,2,goroutines,goroutines,prometheus,low,30,45.133,46.0,46.0
