timestamp,container,service,cpu_percent,memory_mb
1790053373.676,research-api-nginx-1,nginx,2.37,12.59
1790053373.676,research-api-orders-service-1,orders-service,1.53,6.555
1790053373.676,research-api-grafana-1,grafana,0.04,44.56
1790053373.676,research-api-inventory-service-1,inventory-service,0.89,6.316
1790053373.676,research-api-products-service-1,products-service,2.77,7.121
1790053373.676,research-api-users-service-1,users-service,1.0,6.074
1790053373.676,research-api-postgres-1,postgres,6.03,32.85
1790053373.676,research-api-prometheus-1,prometheus,0.03,33.02
1790053373.676,research-api-cadvisor-1,cadvisor,0.0,15.25
1790053378.706,research-api-nginx-1,nginx,7.66,13.73
1790053378.706,research-api-orders-service-1,orders-service,11.37,9.242
1790053378.706,research-api-grafana-1,grafana,0.52,44.57
1790053378.706,research-api-inventory-service-1,inventory-service,1.26,6.117
1790053378.706,research-api-products-service-1,products-service,7.2,9.148
1790053378.706,research-api-users-service-1,users-service,6.78,8.922
1790053378.706,research-api-postgres-1,postgres,14.27,40.37
1790053378.706,research-api-prometheus-1,prometheus,0.23,34.07
1790053378.706,research-api-cadvisor-1,cadvisor,0.92,16.79
1790053383.686,research-api-nginx-1,nginx,12.05,13.85
1790053383.686,research-api-orders-service-1,orders-service,13.55,10.55
1790053383.686,research-api-grafana-1,grafana,0.04,44.57
1790053383.686,research-api-inventory-service-1,inventory-service,1.58,7.031
1790053383.686,research-api-products-service-1,products-service,9.65,8.922
1790053383.686,research-api-users-service-1,users-service,9.86,9.227
1790053383.686,research-api-postgres-1,postgres,14.69,42.81
1790053383.686,research-api-prometheus-1,prometheus,0.03,33.86
1790053383.686,research-api-cadvisor-1,cadvisor,0.0,16.3
1790053388.683,research-api-nginx-1,nginx,14.58,14.22
1790053388.683,research-api-orders-service-1,orders-service,17.44,10.83
1790053388.683,research-api-grafana-1,grafana,0.53,44.57
1790053388.683,research-api-inventory-service-1,inventory-service,3.91,7.145
1790053388.683,research-api-products-service-1,products-service,12.64,9.797
1790053388.683,research-api-users-service-1,users-service,10.71,9.414
1790053388.683,research-api-postgres-1,postgres,18.57,49.82
1790053388.683,research-api-prometheus-1,prometheus,0.19,34.12
1790053388.683,research-api-cadvisor-1,cadvisor,0.01,17.31
1790053393.654,research-api-nginx-1,nginx,18.11,13.79
1790053393.654,research-api-orders-service-1,orders-service,23.69,10.88
1790053393.654,research-api-grafana-1,grafana,0.07,44.59
1790053393.654,research-api-inventory-service-1,inventory-service,3.73,7.707
1790053393.654,research-api-products-service-1,products-service,14.33,10.27
1790053393.654,research-api-users-service-1,users-service,15.15,9.57
1790053393.654,research-api-postgres-1,postgres,20.93,53.46
1790053393.654,research-api-prometheus-1,prometheus,0.04,34.14
1790053393.654,research-api-cadvisor-1,cadvisor,0.31,17.33
1790053398.674,research-api-nginx-1,nginx,18.6,14.88
1790053398.674,research-api-orders-service-1,orders-service,26.73,10.38
1790053398.674,research-api-grafana-1,grafana,0.5,44.61
1790053398.674,research-api-inventory-service-1,inventory-service,4.27,8.07
1790053398.674,research-api-products-service-1,products-service,16.76,10.97
1790053398.674,research-api-users-service-1,users-service,16.13,10.17
1790053398.674,research-api-postgres-1,postgres,25.62,61.71
1790053398.674,research-api-prometheus-1,prometheus,0.19,34.25
1790053398.674,research-api-cadvisor-1,cadvisor,0.02,17.77
1790053403.668,research-api-nginx-1,nginx,21.23,14.02
1790053403.668,research-api-orders-service-1,orders-service,28.85,11.48
1790053403.668,research-api-grafana-1,grafana,0.03,44.61
1790053403.668,research-api-inventory-service-1,inventory-service,4.53,8.66
1790053403.668,research-api-products-service-1,products-service,16.82,9.688
1790053403.668,research-api-users-service-1,users-service,16.59,10.06
1790053403.668,research-api-postgres-1,postgres,20.41,62.18
1790053403.668,research-api-prometheus-1,prometheus,0.03,34.25
1790053403.668,research-api-cadvisor-1,cadvisor,0.0,17.77
1790053408.685,research-api-nginx-1,nginx,18.66,13.93
1790053408.685,research-api-orders-service-1,orders-service,27.65,10.77
1790053408.685,research-api-grafana-1,grafana,1.91,45.03
1790053408.685,research-api-inventory-service-1,inventory-service,3.93,8.121
1790053408.685,research-api-products-service-1,products-service,17.47,12.17
1790053408.685,research-api-users-service-1,users-service,14.75,10.14
1790053408.685,research-api-postgres-1,postgres,19.34,70.68
1790053408.685,research-api-prometheus-1,prometheus,0.33,35.64
1790053408.685,research-api-cadvisor-1,cadvisor,3.01,17.72
1790053413.699,research-api-nginx-1,nginx,24.37,15.23
1790053413.699,research-api-orders-service-1,orders-service,35.4,12.84
1790053413.699,research-api-grafana-1,grafana,0.05,45.07
1790053413.699,research-api-inventory-service-1,inventory-service,4.85,9.309
1790053413.699,research-api-products-service-1,products-service,20.01,10.01
1790053413.699,research-api-users-service-1,users-service,19.37,11.49
1790053413.699,research-api-postgres-1,postgres,24.48,76.57
1790053413.699,research-api-prometheus-1,prometheus,0.03,35.39
1790053413.699,research-api-cadvisor-1,cadvisor,0.0,17.72
1790053418.69,research-api-nginx-1,nginx,22.78,14.6
1790053418.69,research-api-orders-service-1,orders-service,30.23,11.63
1790053418.69,research-api-grafana-1,grafana,0.37,45.16
1790053418.69,research-api-inventory-service-1,inventory-service,5.67,8.883
1790053418.69,research-api-products-service-1,products-service,22.34,11.65
1790053418.69,research-api-users-service-1,users-service,15.06,10.08
1790053418.69,research-api-postgres-1,postgres,22.01,79.03
1790053418.69,research-api-prometheus-1,prometheus,0.23,35.43
1790053418.69,research-api-cadvisor-1,cadvisor,0.02,18.23
1790053423.693,research-api-nginx-1,nginx,22.63,15.05
1790053423.693,research-api-orders-service-1,orders-service,31.06,13.39
1790053423.693,research-api-grafana-1,grafana,0.05,45.16
1790053423.693,research-api-inventory-service-1,inventory-service,5.52,9.98
1790053423.693,research-api-products-service-1,products-service,16.86,11.68
1790053423.693,research-api-users-service-1,users-service,16.83,10.55
1790053423.693,research-api-postgres-1,postgres,22.72,80.76
1790053423.693,research-api-prometheus-1,prometheus,0.02,35.42
1790053423.693,research-api-cadvisor-1,cadvisor,0.0,18.25
1790053428.664,research-api-nginx-1,nginx,20.18,15.54
1790053428.664,research-api-orders-service-1,orders-service,25.36,13.3
1790053428.664,research-api-grafana-1,grafana,0.4,45.18
1790053428.664,research-api-inventory-service-1,inventory-service,4.13,9.277
1790053428.664,research-api-products-service-1,products-service,16.0,12.31
1790053428.664,research-api-users-service-1,users-service,16.69,11.21
1790053428.664,research-api-postgres-1,postgres,18.0,81.44
1790053428.664,research-api-prometheus-1,prometheus,0.18,35.71
1790053428.664,research-api-cadvisor-1,cadvisor,0.03,17.57
1790053433.664,research-api-nginx-1,nginx,24.23,15.88
1790053433.664,research-api-orders-service-1,orders-service,35.32,13.28
1790053433.664,research-api-grafana-1,grafana,0.04,45.21
1790053433.664,research-api-inventory-service-1,inventory-service,6.59,9.16
1790053433.664,research-api-products-service-1,products-service,20.69,11.9
1790053433.664,research-api-users-service-1,users-service,18.87,10.14
1790053433.664,research-api-postgres-1,postgres,24.53,84.52
1790053433.664,research-api-prometheus-1,prometheus,0.03,35.71
1790053433.664,research-api-cadvisor-1,cadvisor,0.0,17.57
1790053438.672,research-api-nginx-1,nginx,21.72,15.85
1790053438.672,research-api-orders-service-1,orders-service,31.18,13.75
1790053438.672,research-api-grafana-1,grafana,0.59,45.28
1790053438.672,research-api-inventory-service-1,inventory-service,3.87,9.051
1790053438.672,research-api-products-service-1,products-service,20.62,13.07
1790053438.672,research-api-users-service-1,users-service,16.07,10.46
1790053438.672,research-api-postgres-1,postgres,20.82,85.22
1790053438.672,research-api-prometheus-1,prometheus,0.24,37.12
1790053438.672,research-api-cadvisor-1,cadvisor,0.66,18.25
1790053443.662,research-api-nginx-1,nginx,25.94,16.04
1790053443.662,research-api-orders-service-1,orders-service,35.66,14.45
1790053443.662,research-api-grafana-1,grafana,0.06,45.28
1790053443.662,research-api-inventory-service-1,inventory-service,4.32,9.48
1790053443.662,research-api-products-service-1,products-service,20.95,12.68
1790053443.662,research-api-users-service-1,users-service,19.94,10.54
1790053443.662,research-api-postgres-1,postgres,23.89,86.41
1790053443.662,research-api-prometheus-1,prometheus,0.05,36.62
1790053443.662,research-api-cadvisor-1,cadvisor,0.0,18.25
1790053448.668,research-api-nginx-1,nginx,24.66,15.61
1790053448.668,research-api-orders-service-1,orders-service,34.95,14.8
1790053448.668,research-api-grafana-1,grafana,0.57,45.32
1790053448.668,research-api-inventory-service-1,inventory-service,4.42,9.965
1790053448.668,research-api-products-service-1,products-service,21.42,13.29
1790053448.668,research-api-users-service-1,users-service,20.35,11.38
1790053448.668,research-api-postgres-1,postgres,23.38,85.32
1790053448.668,research-api-prometheus-1,prometheus,0.21,37.26
1790053448.668,research-api-cadvisor-1,cadvisor,0.02,18.4
1790053453.686,research-api-nginx-1,nginx,25.38,16.01
1790053453.686,research-api-orders-service-1,orders-service,33.95,13.96
1790053453.686,research-api-grafana-1,grafana,0.07,45.58
1790053453.686,research-api-inventory-service-1,inventory-service,5.4,8.91
1790053453.686,research-api-products-service-1,products-service,22.21,12.46
1790053453.686,research-api-users-service-1,users-service,20.3,11.12
1790053453.686,research-api-postgres-1,postgres,23.34,85.02
1790053453.686,research-api-prometheus-1,prometheus,0.04,37.27
1790053453.686,research-api-cadvisor-1,cadvisor,0.0,18.4
1790053458.669,research-api-nginx-1,nginx,23.69,15.98
1790053458.669,research-api-orders-service-1,orders-service,28.12,13.92
1790053458.669,research-api-grafana-1,grafana,0.48,45.64
1790053458.669,research-api-inventory-service-1,inventory-service,5.85,10.2
1790053458.669,research-api-products-service-1,products-service,24.98,14.13
1790053458.669,research-api-users-service-1,users-service,18.03,12.19
1790053458.669,research-api-postgres-1,postgres,22.84,87.68
1790053458.669,research-api-prometheus-1,prometheus,0.19,37.45
1790053458.669,research-api-cadvisor-1,cadvisor,0.02,18.91
1790053463.666,research-api-nginx-1,nginx,21.31,16.65
1790053463.666,research-api-orders-service-1,orders-service,28.06,16.07
1790053463.666,research-api-grafana-1,grafana,0.04,45.66
1790053463.666,research-api-inventory-service-1,inventory-service,4.42,9.867
1790053463.666,research-api-products-service-1,products-service,16.22,11.97
1790053463.666,research-api-users-service-1,users-service,16.1,11.62
1790053463.666,research-api-postgres-1,postgres,20.6,87.87
1790053463.666,research-api-prometheus-1,prometheus,0.03,37.45
1790053463.666,research-api-cadvisor-1,cadvisor,0.0,18.91
1790053468.664,research-api-nginx-1,nginx,24.33,15.43
1790053468.664,research-api-orders-service-1,orders-service,35.16,14.17
1790053468.664,research-api-grafana-1,grafana,0.04,45.66
1790053468.664,research-api-inventory-service-1,inventory-service,4.45,9.461
1790053468.664,research-api-products-service-1,products-service,19.44,13.2
1790053468.664,research-api-users-service-1,users-service,17.33,10.52
1790053468.664,research-api-postgres-1,postgres,22.36,87.73
1790053468.664,research-api-prometheus-1,prometheus,0.3,37.75
1790053468.664,research-api-cadvisor-1,cadvisor,2.67,19.0
1790053473.682,research-api-nginx-1,nginx,23.08,15.11
1790053473.682,research-api-orders-service-1,orders-service,38.13,14.16
1790053473.682,research-api-grafana-1,grafana,0.07,46.35
1790053473.682,research-api-inventory-service-1,inventory-service,4.31,8.832
1790053473.682,research-api-products-service-1,products-service,17.82,12.29
1790053473.682,research-api-users-service-1,users-service,19.63,11.17
1790053473.682,research-api-postgres-1,postgres,23.55,87.12
1790053473.682,research-api-prometheus-1,prometheus,0.04,37.5
1790053473.682,research-api-cadvisor-1,cadvisor,0.0,19.0
1790053478.671,research-api-nginx-1,nginx,24.48,15.16
1790053478.671,research-api-orders-service-1,orders-service,33.18,14.68
1790053478.671,research-api-grafana-1,grafana,0.74,46.37
1790053478.671,research-api-inventory-service-1,inventory-service,5.88,9.762
1790053478.671,research-api-products-service-1,products-service,19.36,13.4
1790053478.671,research-api-users-service-1,users-service,18.63,11.18
1790053478.671,research-api-postgres-1,postgres,22.61,87.22
1790053478.671,research-api-prometheus-1,prometheus,0.17,37.52
1790053478.671,research-api-cadvisor-1,cadvisor,0.02,20.06
1790053483.673,research-api-nginx-1,nginx,23.93,14.97
1790053483.673,research-api-orders-service-1,orders-service,32.7,13.87
1790053483.673,research-api-grafana-1,grafana,0.08,46.37
1790053483.673,research-api-inventory-service-1,inventory-service,5.72,9.281
1790053483.673,research-api-products-service-1,products-service,21.44,12.84
1790053483.673,research-api-users-service-1,users-service,19.01,11.27
1790053483.673,research-api-postgres-1,postgres,26.07,89.64
1790053483.673,research-api-prometheus-1,prometheus,0.04,37.52
1790053483.673,research-api-cadvisor-1,cadvisor,0.0,20.06
1790053488.698,research-api-nginx-1,nginx,21.41,15.75
1790053488.698,research-api-orders-service-1,orders-service,31.6,14.21
1790053488.698,research-api-grafana-1,grafana,0.33,46.39
1790053488.698,research-api-inventory-service-1,inventory-service,5.11,9.031
1790053488.698,research-api-products-service-1,products-service,17.57,12.96
1790053488.698,research-api-users-service-1,users-service,18.03,10.41
1790053488.698,research-api-postgres-1,postgres,20.43,88.77
1790053488.698,research-api-prometheus-1,prometheus,0.16,38.41
1790053488.698,research-api-cadvisor-1,cadvisor,0.01,19.2
1790053493.693,research-api-nginx-1,nginx,20.99,16.04
1790053493.693,research-api-orders-service-1,orders-service,34.29,14.02
1790053493.693,research-api-grafana-1,grafana,0.06,46.39
1790053493.693,research-api-inventory-service-1,inventory-service,5.32,9.059
1790053493.693,research-api-products-service-1,products-service,17.49,12.48
1790053493.693,research-api-users-service-1,users-service,16.51,10.5
1790053493.693,research-api-postgres-1,postgres,19.7,88.63
1790053493.693,research-api-prometheus-1,prometheus,0.04,38.16
1790053493.693,research-api-cadvisor-1,cadvisor,0.0,19.2
1790053498.687,research-api-nginx-1,nginx,19.61,16.34
1790053498.687,research-api-orders-service-1,orders-service,25.95,15.02
1790053498.687,research-api-grafana-1,grafana,0.8,46.66
1790053498.687,research-api-inventory-service-1,inventory-service,3.05,9.531
1790053498.687,research-api-products-service-1,products-service,16.7,13.68
1790053498.687,research-api-users-service-1,users-service,15.05,11.42
1790053498.687,research-api-postgres-1,postgres,19.4,90.43
1790053498.687,research-api-prometheus-1,prometheus,0.18,38.42
1790053498.687,research-api-cadvisor-1,cadvisor,0.75,19.21
1790053503.692,research-api-nginx-1,nginx,25.29,15.39
1790053503.692,research-api-orders-service-1,orders-service,34.16,14.5
1790053503.692,research-api-grafana-1,grafana,0.08,46.41
1790053503.692,research-api-inventory-service-1,inventory-service,5.03,9.301
1790053503.692,research-api-products-service-1,products-service,19.25,12.21
1790053503.692,research-api-users-service-1,users-service,21.15,10.78
1790053503.692,research-api-postgres-1,postgres,23.49,89.96
1790053503.692,research-api-prometheus-1,prometheus,0.03,38.17
1790053503.692,research-api-cadvisor-1,cadvisor,0.0,19.21
1790053508.673,research-api-nginx-1,nginx,22.14,16.84
1790053508.673,research-api-orders-service-1,orders-service,39.44,15.58
1790053508.673,research-api-grafana-1,grafana,0.51,46.41
1790053508.673,research-api-inventory-service-1,inventory-service,3.85,9.559
1790053508.673,research-api-products-service-1,products-service,18.63,13.77
1790053508.673,research-api-users-service-1,users-service,18.78,11.98
1790053508.673,research-api-postgres-1,postgres,23.77,89.97
1790053508.673,research-api-prometheus-1,prometheus,0.19,38.23
1790053508.673,research-api-cadvisor-1,cadvisor,0.04,18.66
1790053513.675,research-api-nginx-1,nginx,24.73,16.54
1790053513.675,research-api-orders-service-1,orders-service,36.7,15.41
1790053513.675,research-api-grafana-1,grafana,0.1,46.41
1790053513.675,research-api-inventory-service-1,inventory-service,6.12,9.891
1790053513.675,research-api-products-service-1,products-service,20.27,13.21
1790053513.675,research-api-users-service-1,users-service,18.14,11.85
1790053513.675,research-api-postgres-1,postgres,24.45,89.59
1790053513.675,research-api-prometheus-1,prometheus,0.05,38.23
1790053513.675,research-api-cadvisor-1,cadvisor,0.0,18.66
1790053518.673,research-api-nginx-1,nginx,28.26,16.59
1790053518.673,research-api-orders-service-1,orders-service,31.92,14.96
1790053518.673,research-api-grafana-1,grafana,0.56,46.44
1790053518.673,research-api-inventory-service-1,inventory-service,6.14,9.484
1790053518.673,research-api-products-service-1,products-service,24.97,14.3
1790053518.673,research-api-users-service-1,users-service,19.89,11.57
1790053518.673,research-api-postgres-1,postgres,20.97,89.41
1790053518.673,research-api-prometheus-1,prometheus,0.23,38.25
1790053518.673,research-api-cadvisor-1,cadvisor,0.02,19.32
1790053523.681,research-api-nginx-1,nginx,21.56,15.07
1790053523.681,research-api-orders-service-1,orders-service,29.49,13.81
1790053523.681,research-api-grafana-1,grafana,0.06,46.44
