timestamp,container,service,cpu_percent,memory_mb
1790051241.845,research-api-nginx-1,nginx,2.25,12.54
1790051241.845,research-api-orders-service-1,orders-service,2.1,6.91
1790051241.845,research-api-inventory-service-1,inventory-service,0.45,5.523
1790051241.845,research-api-grafana-1,grafana,0.04,47.96
1790051241.845,research-api-users-service-1,users-service,1.21,6.508
1790051241.845,research-api-products-service-1,products-service,2.24,6.312
1790051241.845,research-api-postgres-1,postgres,6.09,33.26
1790051241.845,research-api-prometheus-1,prometheus,0.19,27.17
1790051241.845,research-api-cadvisor-1,cadvisor,0.0,15.32
1790051246.838,research-api-nginx-1,nginx,7.6,14.4
1790051246.838,research-api-orders-service-1,orders-service,9.11,8.91
1790051246.838,research-api-inventory-service-1,inventory-service,1.39,5.973
1790051246.838,research-api-grafana-1,grafana,0.49,48.01
1790051246.838,research-api-users-service-1,users-service,6.95,9.004
1790051246.838,research-api-products-service-1,products-service,6.84,8.297
1790051246.838,research-api-postgres-1,postgres,11.11,41.43
1790051246.838,research-api-prometheus-1,prometheus,0.24,27.41
1790051246.838,research-api-cadvisor-1,cadvisor,1.34,15.9
1790051251.84,research-api-nginx-1,nginx,11.67,14.06
1790051251.84,research-api-orders-service-1,orders-service,14.64,9.797
1790051251.84,research-api-inventory-service-1,inventory-service,2.1,7.668
1790051251.84,research-api-grafana-1,grafana,0.04,48.05
1790051251.84,research-api-users-service-1,users-service,8.24,9.059
1790051251.84,research-api-products-service-1,products-service,11.56,9.785
1790051251.84,research-api-postgres-1,postgres,14.07,45.23
1790051251.84,research-api-prometheus-1,prometheus,0.18,27.47
1790051251.84,research-api-cadvisor-1,cadvisor,0.0,15.77
1790051256.844,research-api-nginx-1,nginx,14.29,14.71
1790051256.844,research-api-orders-service-1,orders-service,17.04,10.47
1790051256.844,research-api-inventory-service-1,inventory-service,3.28,8.168
1790051256.844,research-api-grafana-1,grafana,0.52,48.14
1790051256.844,research-api-users-service-1,users-service,12.38,10.27
1790051256.844,research-api-products-service-1,products-service,11.28,9.445
1790051256.844,research-api-postgres-1,postgres,16.13,50.43
1790051256.844,research-api-prometheus-1,prometheus,0.21,27.47
1790051256.844,research-api-cadvisor-1,cadvisor,0.01,16.46
1790051261.825,research-api-nginx-1,nginx,17.51,14.41
1790051261.825,research-api-orders-service-1,orders-service,24.51,10.61
1790051261.825,research-api-inventory-service-1,inventory-service,4.07,9.141
1790051261.825,research-api-grafana-1,grafana,0.07,48.14
1790051261.825,research-api-users-service-1,users-service,14.49,9.777
1790051261.825,research-api-products-service-1,products-service,15.25,11.19
1790051261.825,research-api-postgres-1,postgres,21.89,53.33
1790051261.825,research-api-prometheus-1,prometheus,0.15,27.97
1790051261.825,research-api-cadvisor-1,cadvisor,0.0,16.46
1790051266.807,research-api-nginx-1,nginx,19.9,14.7
1790051266.807,research-api-orders-service-1,orders-service,29.58,10.95
