timestamp,job,value
1789447194,monolith,10.276879315486473
1789447204,monolith,0.412891386626792
1789447214,monolith,3.807776121114734
1789447224,monolith,9.528315890051775
1789447234,monolith,16.502998183424165
1789447244,monolith,23.855923096409477
1789447254,monolith,33.186740666666665
1789447264,monolith,41.4
1789447274,monolith,45.14180567222689
1789447284,monolith,47.74000000000001
1789447294,monolith,49.76199047961918
1789447304,monolith,50.239999999999995
1789447314,monolith,50.480000000000004
1789447324,monolith,50.68
1789447334,monolith,50.68202728109124
1789447344,monolith,50.53797848086078
1789447354,monolith,50.502020080803234
1789447364,monolith,50.83999999999998
1789447374,monolith,51.32
1789447384,monolith,51.45794168233272
1789447394,monolith,51.54
1789447404,monolith,51.7979280828767
1789447414,monolith,51.82000000000002
1789447424,monolith,51.77792888284469
1789447434,monolith,51.04
1789447444,monolith,50.52000000000001
1789447454,monolith,49.900000000000006
1789447464,monolith,49.76199047961917
1789447474,monolith,49.17999999999998
1789447484,monolith,49.641985679427194
1789447494,monolith,50.1
1789447504,monolith,50.19999999999999
1789447514,monolith,49.920000000000016
1789447524,monolith,50.68
1789447534,monolith,51.057957681692734
1789447544,monolith,52.48000000000002
1789447554,monolith,57.72230889235572
1789447564,monolith,66.18
1789447574,monolith,75.38301532061281
1789447584,monolith,84.68338733549342
1789447594,monolith,92.15999999999997
1789447604,monolith,95.97999999999996
1789447614,monolith,97.11999999999995
1789447624,monolith,97.82000000000005
1789447634,monolith,98.89604415823365
1789447644,monolith,100.75999999999998
1789447654,monolith,102.52000000000004
1789447664,monolith,103.98000000000008
1789447674,monolith,104.39999999999998
1789447684,monolith,104.38417536701468
1789447694,monolith,104.32417296691871
1789447704,monolith,104.5
1789447714,monolith,104.75580976760929
1789447724,monolith,104.67999999999995
1789447734,monolith,105.01999999999998
1789447744,monolith,105.25578976840926
1789447754,monolith,105.13999999999999
1789447764,monolith,105.02420096803871
1789447774,monolith,105.91576336946531
1789447784,monolith,105.75999999999999
1789447794,monolith,105.84000000000002
1789447804,monolith,105.84000000000002
1789447814,monolith,105.35578576856928
1789447824,monolith,104.8841953678147
1789447834,monolith,104.71581136754533
1789447844,monolith,104.84419376775062
1789447854,monolith,104.5358185672573
1789447864,monolith,105.13999999999999
1789447874,monolith,110.84000000000003
1789447884,monolith,116.21999999999993
1789447894,monolith,125.07249565026103
1789447904,monolith,132.51999999999998
1789447914,monolith,141.84000000000003
1789447924,monolith,143.24
1789447934,monolith,146.68000000000006
1789447944,monolith,146.88293765875306
1789447954,monolith,145.9658386335454
1789447964,monolith,145.65999999999985
1789447974,monolith,144.84841212702975
1789447984,monolith,145.53999999999996
1789447994,monolith,143.42000000000007
1789448004,monolith,147.11411543538247
1789448014,monolith,144.71421143154276
1789448024,monolith,146.14584583383345
1789448034,monolith,145.1970960580789
1789448044,monolith,144.96000000000004
1789448054,monolith,144.6571068578629
1789448064,monolith,144.0257610304412
1789448074,monolith,145.51999999999998
1789448084,monolith,144.90289805796127
1789448094,monolith,146.46000000000004
1789448104,monolith,144.1199999999999
1789448114,monolith,144.74
1789448124,monolith,145.5141794328227
1789448134,monolith,143.41999999999985
1789448144,monolith,143.92000000000007
1789448154,monolith,143.13713725725495
1789448164,monolith,146.57706845863098
1789448174,monolith,142.50570022800912
