stage,run,metric,unit,target,load_level,samples,mean,p95,max
02,1,process_cpu_percent,percentual de um nucleo,cadvisor,low,30,0.236,0.291,0.32
02,1,process_cpu_percent,percentual de um nucleo,cadvisor,medium,30,0.171,0.211,0.24
02,1,process_cpu_percent,percentual de um nucleo,cadvisor,high,30,0.181,0.24,0.24
02,1,process_cpu_percent,percentual de um nucleo,prometheus,low,30,0.193,0.271,0.325
02,1,process_cpu_percent,percentual de um nucleo,prometheus,medium,30,0.125,0.171,0.18
02,1,process_cpu_percent,percentual de um nucleo,prometheus,high,30,0.149,0.2,0.2
02,1,process_cpu_percent,percentual de um nucleo,monolith-partial,low,30,38.161,42.68,42.981
02,1,process_cpu_percent,percentual de um nucleo,monolith-partial,medium,30,83.42,88.108,88.94
02,1,process_cpu_percent,percentual de um nucleo,monolith-partial,high,30,149.918,157.668,158.003
02,1,process_cpu_percent,percentual de um nucleo,users-service,low,30,12.893,14.571,14.66
02,1,process_cpu_percent,percentual de um nucleo,users-service,medium,30,30.415,32.502,32.64
02,1,process_cpu_percent,percentual de um nucleo,users-service,high,30,50.949,54.475,54.98
02,1,process_memory_mb,MB,cadvisor,low,30,40.757,41.893,42.164
02,1,process_memory_mb,MB,cadvisor,medium,30,41.935,43.479,44.047
02,1,process_memory_mb,MB,cadvisor,high,30,42.71,44.355,44.48
02,1,process_memory_mb,MB,prometheus,low,30,82.364,85.539,85.664
02,1,process_memory_mb,MB,prometheus,medium,30,84.085,85.848,85.848
02,1,process_memory_mb,MB,prometheus,high,30,84.802,86.041,86.223
02,1,process_memory_mb,MB,monolith-partial,low,30,24.01,24.879,24.934
02,1,process_memory_mb,MB,monolith-partial,medium,30,24.585,25.17,25.324
02,1,process_memory_mb,MB,monolith-partial,high,30,30.042,32.017,33.906
02,1,process_memory_mb,MB,users-service,low,30,18.291,18.972,19.039
02,1,process_memory_mb,MB,users-service,medium,30,19.022,19.487,19.789
02,1,process_memory_mb,MB,users-service,high,30,22.729,23.563,23.887
02,1,goroutines,goroutines,cadvisor,low,30,26.967,28.0,28.0
02,1,goroutines,goroutines,cadvisor,medium,30,26.933,28.0,28.0
02,1,goroutines,goroutines,cadvisor,high,30,26.467,27.0,28.0
02,1,goroutines,goroutines,prometheus,low,30,39.167,40.0,40.0
02,1,goroutines,goroutines,prometheus,medium,30,39.0,39.0,39.0
02,1,goroutines,goroutines,prometheus,high,30,39.033,39.0,40.0
02,1,goroutines,goroutines,monolith-partial,low,30,11.367,19.0,24.0
02,1,goroutines,goroutines,monolith-partial,medium,30,12.767,22.0,27.0
02,1,goroutines,goroutines,monolith-partial,high,30,122.967,246.8,319.0
