timestamp,container,service,cpu_percent,memory_mb
1789445071.027,research-api-api-1,api,3.19,8.625
1789445071.027,research-api-grafana-1,grafana,0.19,46.66
1789445071.027,research-api-postgres-1,postgres,2.33,30.35
1789445071.027,research-api-prometheus-1,prometheus,0.36,36.92
1789445071.027,research-api-cadvisor-1,cadvisor,2.29,17.08
1789445076.026,research-api-api-1,api,10.68,10.5
1789445076.026,research-api-grafana-1,grafana,0.04,46.66
1789445076.026,research-api-postgres-1,postgres,6.53,33.27
1789445076.026,research-api-prometheus-1,prometheus,0.21,36.84
1789445076.026,research-api-cadvisor-1,cadvisor,0.0,15.93
1789445081.034,research-api-api-1,api,17.23,11.99
1789445081.034,research-api-grafana-1,grafana,0.05,46.93
1789445081.034,research-api-postgres-1,postgres,11.16,39.69
1789445081.034,research-api-prometheus-1,prometheus,0.38,36.84
1789445081.034,research-api-cadvisor-1,cadvisor,2.17,17.26
1789445086.036,research-api-api-1,api,26.63,12.89
1789445086.036,research-api-grafana-1,grafana,0.06,46.93
1789445086.036,research-api-postgres-1,postgres,14.75,40.25
1789445086.036,research-api-prometheus-1,prometheus,0.16,37.19
1789445086.036,research-api-cadvisor-1,cadvisor,0.0,16.74
1789445091.03,research-api-api-1,api,31.37,12.96
1789445091.03,research-api-grafana-1,grafana,0.16,47.24
1789445091.03,research-api-postgres-1,postgres,20.44,42.4
1789445091.03,research-api-prometheus-1,prometheus,0.33,37.18
1789445091.03,research-api-cadvisor-1,cadvisor,1.33,17.76
1789445096.025,research-api-api-1,api,32.99,14.92
1789445096.025,research-api-grafana-1,grafana,0.04,47.0
1789445096.025,research-api-postgres-1,postgres,21.79,48.75
1789445096.025,research-api-prometheus-1,prometheus,0.14,37.01
1789445096.025,research-api-cadvisor-1,cadvisor,0.0,17.27
1789445101.013,research-api-api-1,api,32.23,15.68
1789445101.013,research-api-grafana-1,grafana,0.19,47.07
1789445101.013,research-api-postgres-1,postgres,22.99,54.87
1789445101.013,research-api-prometheus-1,prometheus,0.31,37.51
1789445101.013,research-api-cadvisor-1,cadvisor,2.56,19.0
1789445106.022,research-api-api-1,api,36.57,18.32
1789445106.022,research-api-grafana-1,grafana,0.04,47.32
1789445106.022,research-api-postgres-1,postgres,24.69,58.05
1789445106.022,research-api-prometheus-1,prometheus,0.15,39.1
1789445106.022,research-api-cadvisor-1,cadvisor,0.0,17.93
1789445111.033,research-api-api-1,api,40.2,17.74
1789445111.033,research-api-grafana-1,grafana,0.17,47.4
1789445111.033,research-api-postgres-1,postgres,31.92,60.11
1789445111.033,research-api-prometheus-1,prometheus,0.32,38.91
1789445111.033,research-api-cadvisor-1,cadvisor,1.31,18.32
1789445116.037,research-api-api-1,api,45.4,17.66
1789445116.037,research-api-grafana-1,grafana,0.07,47.4
1789445116.037,research-api-postgres-1,postgres,30.18,59.55
1789445116.037,research-api-prometheus-1,prometheus,0.2,39.32
1789445116.037,research-api-cadvisor-1,cadvisor,0.0,18.07
1789445121.048,research-api-api-1,api,40.93,18.37
1789445121.048,research-api-grafana-1,grafana,0.05,47.46
1789445121.048,research-api-postgres-1,postgres,30.16,60.14
1789445121.048,research-api-prometheus-1,prometheus,0.48,39.59
1789445121.048,research-api-cadvisor-1,cadvisor,2.79,18.87
1789445126.06,research-api-api-1,api,41.18,18.09
1789445126.06,research-api-grafana-1,grafana,0.04,47.46
1789445126.06,research-api-postgres-1,postgres,30.27,59.94
1789445126.06,research-api-prometheus-1,prometheus,0.13,39.4
1789445126.06,research-api-cadvisor-1,cadvisor,0.0,18.08
1789445131.061,research-api-api-1,api,40.14,18.49
1789445131.061,research-api-grafana-1,grafana,0.05,47.48
1789445131.061,research-api-postgres-1,postgres,32.46,60.85
1789445131.061,research-api-prometheus-1,prometheus,0.39,39.17
1789445131.061,research-api-cadvisor-1,cadvisor,2.35,19.36
1789445136.043,research-api-api-1,api,43.09,17.71
1789445136.043,research-api-grafana-1,grafana,0.05,47.48
1789445136.043,research-api-postgres-1,postgres,30.58,60.64
1789445136.043,research-api-prometheus-1,prometheus,0.15,38.92
1789445136.043,research-api-cadvisor-1,cadvisor,0.01,18.76
1789445141.06,research-api-api-1,api,43.18,18.59
1789445141.06,research-api-grafana-1,grafana,0.05,47.57
1789445141.06,research-api-postgres-1,postgres,30.86,59.96
1789445141.06,research-api-prometheus-1,prometheus,0.45,39.16
1789445141.06,research-api-cadvisor-1,cadvisor,1.36,19.26
1789445146.039,research-api-api-1,api,42.07,18.59
1789445146.039,research-api-grafana-1,grafana,0.09,47.57
1789445146.039,research-api-postgres-1,postgres,29.71,60.7
1789445146.039,research-api-prometheus-1,prometheus,0.18,39.18
1789445146.039,research-api-cadvisor-1,cadvisor,0.0,18.77
1789445151.072,research-api-api-1,api,44.32,18.21
1789445151.072,research-api-grafana-1,grafana,0.06,47.92
1789445151.072,research-api-postgres-1,postgres,28.43,60.98
1789445151.072,research-api-prometheus-1,prometheus,0.37,39.19
1789445151.072,research-api-cadvisor-1,cadvisor,2.44,20.11
1789445156.039,research-api-api-1,api,40.87,18.16
1789445156.039,research-api-grafana-1,grafana,0.07,47.67
1789445156.039,research-api-postgres-1,postgres,28.72,61.77
1789445156.039,research-api-prometheus-1,prometheus,0.18,39.62
1789445156.039,research-api-cadvisor-1,cadvisor,0.0,19.15
1789445161.073,research-api-api-1,api,44.64,18.78
1789445161.073,research-api-grafana-1,grafana,0.11,47.75
1789445161.073,research-api-postgres-1,postgres,32.5,60.98
1789445161.073,research-api-prometheus-1,prometheus,0.43,39.62
1789445161.073,research-api-cadvisor-1,cadvisor,1.4,19.6
1789445166.049,research-api-api-1,api,47.02,19.93
1789445166.049,research-api-grafana-1,grafana,0.05,47.74
1789445166.049,research-api-postgres-1,postgres,31.93,60.51
1789445166.049,research-api-prometheus-1,prometheus,0.18,39.65
1789445166.049,research-api-cadvisor-1,cadvisor,0.0,19.39
1789445171.079,research-api-api-1,api,39.67,18.38
1789445171.079,research-api-grafana-1,grafana,0.04,48.69
1789445171.079,research-api-postgres-1,postgres,27.6,61.16
1789445171.079,research-api-prometheus-1,prometheus,0.32,40.14
1789445171.079,research-api-cadvisor-1,cadvisor,1.26,19.31
1789445176.054,research-api-api-1,api,42.0,18.28
1789445176.054,research-api-grafana-1,grafana,0.07,48.44
1789445176.054,research-api-postgres-1,postgres,27.0,61.1
1789445176.054,research-api-prometheus-1,prometheus,0.14,39.66
1789445176.054,research-api-cadvisor-1,cadvisor,0.0,18.83
1789445181.073,research-api-api-1,api,40.67,18.41
1789445181.073,research-api-grafana-1,grafana,0.06,48.69
1789445181.073,research-api-postgres-1,postgres,30.14,61.51
1789445181.073,research-api-prometheus-1,prometheus,0.45,39.66
1789445181.073,research-api-cadvisor-1,cadvisor,2.55,19.01
1789445186.053,research-api-api-1,api,37.67,18.69
1789445186.053,research-api-grafana-1,grafana,0.04,48.69
1789445186.053,research-api-postgres-1,postgres,28.35,61.36
1789445186.053,research-api-prometheus-1,prometheus,0.14,39.92
