stage,run,metric,unit,target,load_level,samples,mean,p95,max
02,2,process_cpu_percent,percentual de um nucleo,cadvisor,low,30,0.248,0.3,0.32
02,2,process_cpu_percent,percentual de um nucleo,cadvisor,medium,30,0.163,0.2,0.24
02,2,process_cpu_percent,percentual de um nucleo,cadvisor,high,30,0.197,0.24,0.24
02,2,process_cpu_percent,percentual de um nucleo,prometheus,low,30,0.199,0.26,0.28
02,2,process_cpu_percent,percentual de um nucleo,prometheus,medium,30,0.118,0.14,0.16
02,2,process_cpu_percent,percentual de um nucleo,prometheus,high,30,0.151,0.18,0.18
02,2,process_cpu_percent,percentual de um nucleo,monolith-partial,low,30,37.731,41.891,42.1
02,2,process_cpu_percent,percentual de um nucleo,monolith-partial,medium,30,81.495,87.432,87.66
02,2,process_cpu_percent,percentual de um nucleo,monolith-partial,high,30,148.23,157.576,160.0
02,2,process_cpu_percent,percentual de um nucleo,users-service,low,30,13.2,14.642,14.68
02,2,process_cpu_percent,percentual de um nucleo,users-service,medium,30,30.445,32.142,32.22
02,2,process_cpu_percent,percentual de um nucleo,users-service,high,30,50.854,53.806,54.21
02,2,process_memory_mb,MB,cadvisor,low,30,40.261,41.129,41.715
02,2,process_memory_mb,MB,cadvisor,medium,30,42.106,43.326,43.465
02,2,process_memory_mb,MB,cadvisor,high,30,42.214,44.372,44.484
02,2,process_memory_mb,MB,prometheus,low,30,83.143,85.295,85.477
02,2,process_memory_mb,MB,prometheus,medium,30,86.952,87.42,87.602
02,2,process_memory_mb,MB,prometheus,high,30,87.315,88.015,88.098
02,2,process_memory_mb,MB,monolith-partial,low,30,23.427,24.837,25.156
02,2,process_memory_mb,MB,monolith-partial,medium,30,24.591,25.086,25.164
02,2,process_memory_mb,MB,monolith-partial,high,30,30.14,30.964,31.988
02,2,process_memory_mb,MB,users-service,low,30,18.57,19.102,19.328
02,2,process_memory_mb,MB,users-service,medium,30,19.074,19.581,19.957
02,2,process_memory_mb,MB,users-service,high,30,22.926,23.646,24.742
02,2,goroutines,goroutines,cadvisor,low,30,26.767,28.0,28.0
02,2,goroutines,goroutines,cadvisor,medium,30,27.1,28.0,28.0
02,2,goroutines,goroutines,cadvisor,high,30,26.6,27.55,28.0
02,2,goroutines,goroutines,prometheus,low,30,39.033,39.0,40.0
02,2,goroutines,goroutines,prometheus,medium,30,39.033,39.0,40.0
02,2,goroutines,goroutines,prometheus,high,30,39.167,40.0,41.0
02,2,goroutines,goroutines,monolith-partial,low,30,11.1,24.85,28.0
02,2,goroutines,goroutines,monolith-partial,medium,30,11.433,18.65,20.0
02,2,goroutines,goroutines,monolith-partial,high,30,90.133,154.05,207.0
02,2,goroutines,goroutines,users-service,low,30,9.667,12.1,19.0
02,2,goroutines,goroutines,users-service,medium,30,9.533,12.0,16.0
02,2,goroutines,goroutines,users-service,high,30,36.767,66.55,89.0
