stage,descricao,run,metric,unit,target,load_level,samples,mean,p95,max
Stage 05,Microsservicos completos,3,pool_acquired_conns,conexoes,orders-service,medium,30,0.767,2.55,4.0
Stage 05,Microsservicos completos,3,pool_acquired_conns,conexoes,orders-service,high,30,8.4,10.0,10.0
Stage 05,Microsservicos completos,3,pool_acquired_conns,conexoes,products-service,low,30,0.0,0.0,0.0
Stage 05,Microsservicos completos,3,pool_acquired_conns,conexoes,products-service,medium,30,0.467,2.0,3.0
Stage 05,Microsservicos completos,3,pool_acquired_conns,conexoes,products-service,high,30,2.833,10.0,10.0
Stage 05,Microsservicos completos,3,pool_acquired_conns,conexoes,users-service,low,30,0.233,1.55,2.0
Stage 05,Microsservicos completos,3,pool_acquired_conns,conexoes,users-service,medium,30,0.4,1.55,2.0
Stage 05,Microsservicos completos,3,pool_acquired_conns,conexoes,users-service,high,30,2.033,9.55,10.0
Stage 05,Microsservicos completos,3,pool_idle_conns,conexoes,inventory-service,low,30,4.333,5.0,5.0
Stage 05,Microsservicos completos,3,pool_idle_conns,conexoes,inventory-service,medium,30,5.967,7.0,7.0
Stage 05,Microsservicos completos,3,pool_idle_conns,conexoes,inventory-service,high,30,8.767,10.0,10.0
Stage 05,Microsservicos completos,3,pool_idle_conns,conexoes,orders-service,low,30,9.4,10.0,10.0
Stage 05,Microsservicos completos,3,pool_idle_conns,conexoes,orders-service,medium,30,9.233,10.0,10.0
Stage 05,Microsservicos completos,3,pool_idle_conns,conexoes,orders-service,high,30,1.6,5.55,7.0
Stage 05,Microsservicos completos,3,pool_idle_conns,conexoes,products-service,low,30,8.9,10.0,10.0
Stage 05,Microsservicos completos,3,pool_idle_conns,conexoes,products-service,medium,30,9.533,10.0,10.0
Stage 05,Microsservicos completos,3,pool_idle_conns,conexoes,products-service,high,30,7.167,10.0,10.0
Stage 05,Microsservicos completos,3,pool_idle_conns,conexoes,users-service,low,30,9.167,10.0,10.0
Stage 05,Microsservicos completos,3,pool_idle_conns,conexoes,users-service,medium,30,9.6,10.0,10.0
Stage 05,Microsservicos completos,3,pool_idle_conns,conexoes,users-service,high,30,7.967,10.0,10.0
Stage 05,Microsservicos completos,3,pool_total_conns,conexoes,inventory-service,low,30,4.433,5.0,5.0
Stage 05,Microsservicos completos,3,pool_total_conns,conexoes,inventory-service,medium,30,5.967,7.0,7.0
Stage 05,Microsservicos completos,3,pool_total_conns,conexoes,inventory-service,high,30,10.0,10.0,10.0
Stage 05,Microsservicos completos,3,pool_total_conns,conexoes,orders-service,low,30,9.5,10.0,10.0
Stage 05,Microsservicos completos,3,pool_total_conns,conexoes,orders-service,medium,30,10.0,10.0,10.0
Stage 05,Microsservicos completos,3,pool_total_conns,conexoes,orders-service,high,30,10.0,10.0,10.0
Stage 05,Microsservicos completos,3,pool_total_conns,conexoes,products-service,low,30,8.9,10.0,10.0
Stage 05,Microsservicos completos,3,pool_total_conns,conexoes,products-service,medium,30,10.0,10.0,10.0
Stage 05,Microsservicos completos,3,pool_total_conns,conexoes,products-service,high,30,10.0,10.0,10.0
Stage 05,Microsservicos completos,3,pool_total_conns,conexoes,users-service,low,30,9.4,10.0,10.0
Stage 05,Microsservicos completos,3,pool_total_conns,conexoes,users-service,medium,30,10.0,10.0,10.0
Stage 05,Microsservicos completos,3,pool_total_conns,conexoes,users-service,high,30,10.0,10.0,10.0
Stage 05,Microsservicos completos,3,pool_wait_per_acquire_ms,ms,inventory-service,low,30,0.007,0.024,0.05
Stage 05,Microsservicos completos,3,pool_wait_per_acquire_ms,ms,inventory-service,medium,30,0.002,0.003,0.004
Stage 05,Microsservicos completos,3,pool_wait_per_acquire_ms,ms,inventory-service,high,30,0.014,0.023,0.027
Stage 05,Microsservicos completos,3,pool_wait_per_acquire_ms,ms,orders-service,low,30,0.005,0.017,0.027
Stage 05,Microsservicos completos,3,pool_wait_per_acquire_ms,ms,orders-service,medium,30,0.002,0.003,0.004
Stage 05,Microsservicos completos,3,pool_wait_per_acquire_ms,ms,orders-service,high,30,32.315,41.631,43.34
Stage 05,Microsservicos completos,3,pool_wait_per_acquire_ms,ms,products-service,low,30,0.003,0.009,0.019
Stage 05,Microsservicos completos,3,pool_wait_per_acquire_ms,ms,products-service,medium,30,0.001,0.001,0.002
Stage 05,Microsservicos completos,3,pool_wait_per_acquire_ms,ms,products-service,high,30,0.307,0.407,0.427
Stage 05,Microsservicos completos,3,pool_wait_per_acquire_ms,ms,users-service,low,30,0.004,0.013,0.028
Stage 05,Microsservicos completos,3,pool_wait_per_acquire_ms,ms,users-service,medium,30,0.002,0.002,0.002
Stage 05,Microsservicos completos,3,pool_wait_per_acquire_ms,ms,users-service,high,30,0.346,0.506,0.515
Stage 05,Microsservicos completos,3,pool_empty_acquire_per_s,por segundo,inventory-service,low,30,0.013,0.052,0.06
Stage 05,Microsservicos completos,3,pool_empty_acquire_per_s,por segundo,inventory-service,medium,30,0.007,0.031,0.04
Stage 05,Microsservicos completos,3,pool_empty_acquire_per_s,por segundo,inventory-service,high,30,1.886,2.84,2.98
Stage 05,Microsservicos completos,3,pool_empty_acquire_per_s,por segundo,orders-service,low,30,0.03,0.109,0.12
Stage 05,Microsservicos completos,3,pool_empty_acquire_per_s,por segundo,orders-service,medium,30,0.301,0.652,0.9
Stage 05,Microsservicos completos,3,pool_empty_acquire_per_s,por segundo,orders-service,high,30,530.152,629.989,645.407
Stage 05,Microsservicos completos,3,pool_empty_acquire_per_s,por segundo,products-service,low,30,0.031,0.087,0.1
Stage 05,Microsservicos completos,3,pool_empty_acquire_per_s,por segundo,products-service,medium,30,0.151,0.32,0.32
Stage 05,Microsservicos completos,3,pool_empty_acquire_per_s,por segundo,products-service,high,30,195.713,233.421,234.9
Stage 05,Microsservicos completos,3,pool_empty_acquire_per_s,por segundo,users-service,low,30,0.034,0.12,0.12
Stage 05,Microsservicos completos,3,pool_empty_acquire_per_s,por segundo,users-service,medium,30,0.082,0.248,0.32
Stage 05,Microsservicos completos,3,pool_empty_acquire_per_s,por segundo,users-service,high,30,173.68,214.714,219.14
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,nginx,low,60,14.595,16.703,18.61
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,nginx,medium,60,46.916,49.699,51.37
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,nginx,high,60,78.743,111.532,112.0
Stage 05,Microsservicos completos,3,memory_mb,MB,nginx,low,60,14.627,15.232,15.66
Stage 05,Microsservicos completos,3,memory_mb,MB,nginx,medium,60,16.075,16.64,16.77
Stage 05,Microsservicos completos,3,memory_mb,MB,nginx,high,60,21.379,23.361,24.55
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,orders-service,low,60,32.707,39.806,43.37
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,orders-service,medium,60,121.212,228.873,235.88
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,orders-service,high,60,483.214,830.448,895.69
Stage 05,Microsservicos completos,3,memory_mb,MB,orders-service,low,60,15.254,16.44,17.28
Stage 05,Microsservicos completos,3,memory_mb,MB,orders-service,medium,60,20.662,21.981,22.82
Stage 05,Microsservicos completos,3,memory_mb,MB,orders-service,high,60,50.428,56.319,60.61
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,users-service,low,60,16.344,18.831,20.31
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,users-service,medium,60,43.724,47.075,48.42
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,users-service,high,60,61.719,88.134,91.12
Stage 05,Microsservicos completos,3,memory_mb,MB,users-service,low,60,12.621,13.884,14.16
Stage 05,Microsservicos completos,3,memory_mb,MB,users-service,medium,60,14.162,14.885,15.26
Stage 05,Microsservicos completos,3,memory_mb,MB,users-service,high,60,19.648,21.904,23.05
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,grafana,low,60,0.381,0.89,3.93
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,grafana,medium,60,0.327,1.153,4.12
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,grafana,high,60,0.318,1.471,3.76
Stage 05,Microsservicos completos,3,memory_mb,MB,grafana,low,60,44.853,46.03,46.03
Stage 05,Microsservicos completos,3,memory_mb,MB,grafana,medium,60,43.099,43.2,43.2
Stage 05,Microsservicos completos,3,memory_mb,MB,grafana,high,60,42.95,42.99,43.15
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,products-service,low,60,15.963,19.148,20.5
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,products-service,medium,60,44.287,48.032,50.36
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,products-service,high,60,73.285,100.186,105.78
Stage 05,Microsservicos completos,3,memory_mb,MB,products-service,low,60,13.331,14.78,15.59
Stage 05,Microsservicos completos,3,memory_mb,MB,products-service,medium,60,14.956,15.884,16.31
Stage 05,Microsservicos completos,3,memory_mb,MB,products-service,high,60,20.087,21.716,22.22
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,inventory-service,low,60,3.99,4.84,5.69
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,inventory-service,medium,60,11.489,13.022,13.39
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,inventory-service,high,60,18.342,23.691,25.67
Stage 05,Microsservicos completos,3,memory_mb,MB,inventory-service,low,60,9.867,10.641,11.17
Stage 05,Microsservicos completos,3,memory_mb,MB,inventory-service,medium,60,11.798,12.621,13.07
Stage 05,Microsservicos completos,3,memory_mb,MB,inventory-service,high,60,14.503,15.862,16.11
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,postgres,low,60,23.397,27.104,27.39
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,postgres,medium,60,65.621,68.839,70.85
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,postgres,high,60,122.55,169.314,190.56
Stage 05,Microsservicos completos,3,memory_mb,MB,postgres,low,60,90.111,96.88,97.44
Stage 05,Microsservicos completos,3,memory_mb,MB,postgres,medium,60,108.727,118.245,119.6
Stage 05,Microsservicos completos,3,memory_mb,MB,postgres,high,60,141.438,153.325,155.2
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,prometheus,low,60,0.049,0.091,0.11
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,prometheus,medium,60,0.04,0.07,0.08
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,prometheus,high,60,0.16,0.91,1.04
Stage 05,Microsservicos completos,3,memory_mb,MB,prometheus,low,60,40.69,43.101,43.11
Stage 05,Microsservicos completos,3,memory_mb,MB,prometheus,medium,60,38.678,39.25,39.25
Stage 05,Microsservicos completos,3,memory_mb,MB,prometheus,high,60,39.193,40.17,40.41
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,cadvisor,low,60,0.442,3.047,6.43
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,cadvisor,medium,60,0.381,2.678,3.93
Stage 05,Microsservicos completos,3,cpu_percent,percentual de um nucleo,cadvisor,high,60,0.214,1.141,4.96
Stage 05,Microsservicos completos,3,memory_mb,MB,cadvisor,low,60,18.272,19.383,19.74
Stage 05,Microsservicos completos,3,memory_mb,MB,cadvisor,medium,60,20.251,21.78,22.08
Stage 05,Microsservicos completos,3,memory_mb,MB,cadvisor,high,60,20.484,22.55,23.52
Stage 05b,Microsservicos com gateway pareado (controle),1,process_cpu_percent,percentual de um nucleo,cadvisor,low,30,0.22,0.26,0.28
Stage 05b,Microsservicos com gateway pareado (controle),1,process_cpu_percent,percentual de um nucleo,cadvisor,medium,30,0.183,0.231,0.24
Stage 05b,Microsservicos com gateway pareado (controle),1,process_cpu_percent,percentual de um nucleo,cadvisor,high,30,0.203,0.251,0.26
Stage 05b,Microsservicos com gateway pareado (controle),1,process_cpu_percent,percentual de um nucleo,inventory-service,low,30,4.489,4.951,5.0
Stage 05b,Microsservicos com gateway pareado (controle),1,process_cpu_percent,percentual de um nucleo,inventory-service,medium,30,14.962,16.791,16.8
Stage 05b,Microsservicos com gateway pareado (controle),1,process_cpu_percent,percentual de um nucleo,inventory-service,high,30,23.488,24.693,24.82
Stage 05b,Microsservicos com gateway pareado (controle),1,process_cpu_percent,percentual de um nucleo,prometheus,low,30,0.215,0.26,0.3
Stage 05b,Microsservicos com gateway pareado (controle),1,process_cpu_percent,percentual de um nucleo,prometheus,medium,30,0.165,0.191,0.2
Stage 05b,Microsservicos com gateway pareado (controle),1,process_cpu_percent,percentual de um nucleo,prometheus,high,30,0.197,0.22,0.22
Stage 05b,Microsservicos com gateway pareado (controle),1,process_cpu_percent,percentual de um nucleo,orders-service,low,30,30.019,34.016,34.38
Stage 05b,Microsservicos com gateway pareado (controle),1,process_cpu_percent,percentual de um nucleo,orders-service,medium,30,127.071,151.807,152.38
Stage 05b,Microsservicos com gateway pareado (controle),1,process_cpu_percent,percentual de um nucleo,orders-service,high,30,352.559,406.054,409.14
Stage 05b,Microsservicos com gateway pareado (controle),1,process_cpu_percent,percentual de um nucleo,products-service,low,30,17.522,19.648,19.8
Stage 05b,Microsservicos com gateway pareado (controle),1,process_cpu_percent,percentual de um nucleo,products-service,medium,30,57.057,62.984,63.22
Stage 05b,Microsservicos com gateway pareado (controle),1,process_cpu_percent,percentual de um nucleo,products-service,high,30,84.837,89.633,91.36
Stage 05b,Microsservicos com gateway pareado (controle),1,process_cpu_percent,percentual de um nucleo,users-service,low,30,16.916,18.895,19.02
Stage 05b,Microsservicos com gateway pareado (controle),1,process_cpu_percent,percentual de um nucleo,users-service,medium,30,54.735,59.912,60.14
Stage 05b,Microsservicos com gateway pareado (controle),1,process_cpu_percent,percentual de um nucleo,users-service,high,30,73.418,77.793,79.0
Stage 05b,Microsservicos com gateway pareado (controle),1,process_memory_mb,MB,cadvisor,low,30,41.22,41.998,42.355
Stage 05b,Microsservicos com gateway pareado (controle),1,process_memory_mb,MB,cadvisor,medium,30,42.813,44.039,44.254
Stage 05b,Microsservicos com gateway pareado (controle),1,process_memory_mb,MB,cadvisor,high,30,44.773,46.195,46.469
Stage 05b,Microsservicos com gateway pareado (controle),1,process_memory_mb,MB,inventory-service,low,30,17.768,18.765,19.016
Stage 05b,Microsservicos com gateway pareado (controle),1,process_memory_mb,MB,inventory-service,medium,30,18.399,18.808,18.887
Stage 05b,Microsservicos com gateway pareado (controle),1,process_memory_mb,MB,inventory-service,high,30,20.928,21.433,21.641
Stage 05b,Microsservicos com gateway pareado (controle),1,process_memory_mb,MB,prometheus,low,30,83.952,86.035,86.035
Stage 05b,Microsservicos com gateway pareado (controle),1,process_memory_mb,MB,prometheus,medium,30,85.63,86.227,86.227
Stage 05b,Microsservicos com gateway pareado (controle),1,process_memory_mb,MB,prometheus,high,30,86.211,87.178,87.234
Stage 05b,Microsservicos com gateway pareado (controle),1,process_memory_mb,MB,orders-service,low,30,21.455,22.274,22.312
Stage 05b,Microsservicos com gateway pareado (controle),1,process_memory_mb,MB,orders-service,medium,30,23.867,24.721,24.879
Stage 05b,Microsservicos com gateway pareado (controle),1,process_memory_mb,MB,orders-service,high,30,38.038,47.23,49.68
Stage 05b,Microsservicos com gateway pareado (controle),1,process_memory_mb,MB,products-service,low,30,20.176,21.026,21.176
Stage 05b,Microsservicos com gateway pareado (controle),1,process_memory_mb,MB,products-service,medium,30,22.742,23.673,24.488
Stage 05b,Microsservicos com gateway pareado (controle),1,process_memory_mb,MB,products-service,high,30,25.554,26.161,26.266
Stage 05b,Microsservicos com gateway pareado (controle),1,process_memory_mb,MB,users-service,low,30,18.98,19.519,19.77
Stage 05b,Microsservicos com gateway pareado (controle),1,process_memory_mb,MB,users-service,medium,30,20.719,21.321,21.602
Stage 05b,Microsservicos com gateway pareado (controle),1,process_memory_mb,MB,users-service,high,30,23.885,24.887,25.098
Stage 05b,Microsservicos com gateway pareado (controle),1,goroutines,goroutines,cadvisor,low,30,26.733,28.0,28.0
Stage 05b,Microsservicos com gateway pareado (controle),1,goroutines,goroutines,cadvisor,medium,30,26.767,28.0,28.0
Stage 05b,Microsservicos com gateway pareado (controle),1,goroutines,goroutines,cadvisor,high,30,26.267,27.0,28.0
Stage 05b,Microsservicos com gateway pareado (controle),1,goroutines,goroutines,inventory-service,low,30,9.067,9.55,10.0
Stage 05b,Microsservicos com gateway pareado (controle),1,goroutines,goroutines,inventory-service,medium,30,9.967,13.0,19.0
Stage 05b,Microsservicos com gateway pareado (controle),1,goroutines,goroutines,inventory-service,high,30,12.267,18.55,19.0
Stage 05b,Microsservicos com gateway pareado (controle),1,goroutines,goroutines,prometheus,low,30,45.2,46.0,46.0
Stage 05b,Microsservicos com gateway pareado (controle),1,goroutines,goroutines,prometheus,medium,30,45.167,46.0,46.0
Stage 05b,Microsservicos com gateway pareado (controle),1,goroutines,goroutines,prometheus,high,30,45.133,46.0,46.0
Stage 05b,Microsservicos com gateway pareado (controle),1,goroutines,goroutines,orders-service,low,30,15.533,24.75,52.0
Stage 05b,Microsservicos com gateway pareado (controle),1,goroutines,goroutines,orders-service,medium,30,24.367,37.1,51.0
Stage 05b,Microsservicos com gateway pareado (controle),1,goroutines,goroutines,orders-service,high,30,291.467,657.75,842.0
Stage 05b,Microsservicos com gateway pareado (controle),1,goroutines,goroutines,products-service,low,30,11.6,13.55,15.0
Stage 05b,Microsservicos com gateway pareado (controle),1,goroutines,goroutines,products-service,medium,30,13.433,18.1,20.0
Stage 05b,Microsservicos com gateway pareado (controle),1,goroutines,goroutines,products-service,high,30,25.733,44.55,48.0
Stage 05b,Microsservicos com gateway pareado (controle),1,goroutines,goroutines,users-service,low,30,10.067,15.0,17.0
Stage 05b,Microsservicos com gateway pareado (controle),1,goroutines,goroutines,users-service,medium,30,11.833,21.75,26.0
Stage 05b,Microsservicos com gateway pareado (controle),1,goroutines,goroutines,users-service,high,30,29.267,63.35,87.0
Stage 05b,Microsservicos com gateway pareado (controle),1,heap_alloc_mb,MB,cadvisor,low,30,6.022,7.474,8.099
Stage 05b,Microsservicos com gateway pareado (controle),1,heap_alloc_mb,MB,cadvisor,medium,30,6.379,7.996,8.213
Stage 05b,Microsservicos com gateway pareado (controle),1,heap_alloc_mb,MB,cadvisor,high,30,7.183,9.182,9.781
Stage 05b,Microsservicos com gateway pareado (controle),1,heap_alloc_mb,MB,inventory-service,low,30,1.961,2.913,3.039
Stage 05b,Microsservicos com gateway pareado (controle),1,heap_alloc_mb,MB,inventory-service,medium,30,2.031,2.807,2.871
Stage 05b,Microsservicos com gateway pareado (controle),1,heap_alloc_mb,MB,inventory-service,high,30,3.051,3.888,4.116
Stage 05b,Microsservicos com gateway pareado (controle),1,heap_alloc_mb,MB,prometheus,low,30,21.057,24.851,25.372
Stage 05b,Microsservicos com gateway pareado (controle),1,heap_alloc_mb,MB,prometheus,medium,30,21.238,23.824,24.503
Stage 05b,Microsservicos com gateway pareado (controle),1,heap_alloc_mb,MB,prometheus,high,30,21.333,24.428,24.742
Stage 05b,Microsservicos com gateway pareado (controle),1,heap_alloc_mb,MB,orders-service,low,30,2.486,2.91,3.312
Stage 05b,Microsservicos com gateway pareado (controle),1,heap_alloc_mb,MB,orders-service,medium,30,3.255,3.914,4.035
Stage 05b,Microsservicos com gateway pareado (controle),1,heap_alloc_mb,MB,orders-service,high,30,7.594,12.866,15.397
Stage 05b,Microsservicos com gateway pareado (controle),1,heap_alloc_mb,MB,products-service,low,30,2.845,3.715,3.932
Stage 05b,Microsservicos com gateway pareado (controle),1,heap_alloc_mb,MB,products-service,medium,30,4.148,5.164,5.658
Stage 05b,Microsservicos com gateway pareado (controle),1,heap_alloc_mb,MB,products-service,high,30,4.512,5.536,5.769
Stage 05b,Microsservicos com gateway pareado (controle),1,heap_alloc_mb,MB,users-service,low,30,2.124,2.777,2.857
Stage 05b,Microsservicos com gateway pareado (controle),1,heap_alloc_mb,MB,users-service,medium,30,2.692,3.402,3.514
Stage 05b,Microsservicos com gateway pareado (controle),1,heap_alloc_mb,MB,users-service,high,30,3.556,4.386,4.428
Stage 05b,Microsservicos com gateway pareado (controle),1,gc_pause_ms,ms,cadvisor,low,30,0.303,0.723,0.813
Stage 05b,Microsservicos com gateway pareado (controle),1,gc_pause_ms,ms,cadvisor,medium,30,0.264,0.54,0.677
Stage 05b,Microsservicos com gateway pareado (controle),1,gc_pause_ms,ms,cadvisor,high,30,0.276,0.748,0.812
Stage 05b,Microsservicos com gateway pareado (controle),1,gc_pause_ms,ms,inventory-service,low,30,0.214,0.348,0.404
Stage 05b,Microsservicos com gateway pareado (controle),1,gc_pause_ms,ms,inventory-service,medium,30,0.306,0.452,0.479
Stage 05b,Microsservicos com gateway pareado (controle),1,gc_pause_ms,ms,inventory-service,high,30,1.109,1.519,1.603
Stage 05b,Microsservicos com gateway pareado (controle),1,gc_pause_ms,ms,prometheus,low,30,0.07,0.234,0.234
Stage 05b,Microsservicos com gateway pareado (controle),1,gc_pause_ms,ms,prometheus,medium,30,0.046,0.141,0.141
Stage 05b,Microsservicos com gateway pareado (controle),1,gc_pause_ms,ms,prometheus,high,30,0.237,1.243,1.243
Stage 05b,Microsservicos com gateway pareado (controle),1,gc_pause_ms,ms,orders-service,low,30,0.376,0.441,0.453
Stage 05b,Microsservicos com gateway pareado (controle),1,gc_pause_ms,ms,orders-service,medium,30,0.556,0.738,0.75
Stage 05b,Microsservicos com gateway pareado (controle),1,gc_pause_ms,ms,orders-service,high,30,6.102,7.285,7.446
Stage 05b,Microsservicos com gateway pareado (controle),1,gc_pause_ms,ms,products-service,low,30,0.328,0.466,0.476
Stage 05b,Microsservicos com gateway pareado (controle),1,gc_pause_ms,ms,products-service,medium,30,0.436,0.616,0.63
Stage 05b,Microsservicos com gateway pareado (controle),1,gc_pause_ms,ms,products-service,high,30,2.888,3.389,3.603
Stage 05b,Microsservicos com gateway pareado (controle),1,gc_pause_ms,ms,users-service,low,30,0.314,0.391,0.412
Stage 05b,Microsservicos com gateway pareado (controle),1,gc_pause_ms,ms,users-service,medium,30,0.451,0.536,0.577
Stage 05b,Microsservicos com gateway pareado (controle),1,gc_pause_ms,ms,users-service,high,30,2.683,2.997,3.013
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_acquired_conns,conexoes,inventory-service,low,30,0.0,0.0,0.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_acquired_conns,conexoes,inventory-service,medium,30,0.133,1.1,2.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_acquired_conns,conexoes,inventory-service,high,30,0.567,2.0,3.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_acquired_conns,conexoes,orders-service,low,30,0.267,1.55,3.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_acquired_conns,conexoes,orders-service,medium,30,1.367,3.55,6.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_acquired_conns,conexoes,orders-service,high,30,11.8,14.0,14.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_acquired_conns,conexoes,products-service,low,30,0.1,1.0,1.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_acquired_conns,conexoes,products-service,medium,30,0.7,2.0,3.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_acquired_conns,conexoes,products-service,high,30,3.2,7.0,9.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_acquired_conns,conexoes,users-service,low,30,0.167,1.0,2.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_acquired_conns,conexoes,users-service,medium,30,0.633,3.55,5.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_acquired_conns,conexoes,users-service,high,30,2.933,8.0,14.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_idle_conns,conexoes,inventory-service,low,30,4.467,5.0,5.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_idle_conns,conexoes,inventory-service,medium,30,4.867,5.0,5.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_idle_conns,conexoes,inventory-service,high,30,13.3,14.0,14.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_idle_conns,conexoes,orders-service,low,30,9.467,10.0,10.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_idle_conns,conexoes,orders-service,medium,30,12.2,14.0,14.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_idle_conns,conexoes,orders-service,high,30,2.2,7.55,12.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_idle_conns,conexoes,products-service,low,30,8.467,9.0,9.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_idle_conns,conexoes,products-service,medium,30,12.3,14.0,14.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_idle_conns,conexoes,products-service,high,30,10.8,14.0,14.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_idle_conns,conexoes,users-service,low,30,7.7,8.0,8.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_idle_conns,conexoes,users-service,medium,30,11.967,13.0,13.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_idle_conns,conexoes,users-service,high,30,11.067,14.0,14.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_total_conns,conexoes,inventory-service,low,30,4.467,5.0,5.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_total_conns,conexoes,inventory-service,medium,30,5.0,5.0,5.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_total_conns,conexoes,inventory-service,high,30,13.867,14.0,14.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_total_conns,conexoes,orders-service,low,30,9.733,10.0,10.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_total_conns,conexoes,orders-service,medium,30,13.567,14.0,14.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_total_conns,conexoes,orders-service,high,30,14.0,14.0,14.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_total_conns,conexoes,products-service,low,30,8.567,9.0,9.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_total_conns,conexoes,products-service,medium,30,13.0,14.0,14.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_total_conns,conexoes,products-service,high,30,14.0,14.0,14.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_total_conns,conexoes,users-service,low,30,7.867,8.0,8.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_total_conns,conexoes,users-service,medium,30,12.6,13.0,13.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_total_conns,conexoes,users-service,high,30,14.0,14.0,14.0
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_wait_per_acquire_ms,ms,inventory-service,low,30,0.006,0.023,0.03
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_wait_per_acquire_ms,ms,inventory-service,medium,30,0.002,0.003,0.003
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_wait_per_acquire_ms,ms,inventory-service,high,30,0.005,0.015,0.018
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_wait_per_acquire_ms,ms,orders-service,low,30,0.006,0.028,0.034
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_wait_per_acquire_ms,ms,orders-service,medium,30,0.003,0.004,0.004
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_wait_per_acquire_ms,ms,orders-service,high,30,47.547,63.237,64.783
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_wait_per_acquire_ms,ms,products-service,low,30,0.004,0.012,0.018
Stage 05b,Microsservicos com gateway pareado (controle),1,pool_wait_per_acquire_ms,ms,products-service,medium,30,0.002,0.003,0.003
