stage,descricao,run,metric,unit,target,load_level,samples,mean,p95,max
Stage 02,Users extraido,1,process_cpu_percent,percentual de um nucleo,prometheus,medium,30,0.125,0.171,0.18
Stage 02,Users extraido,1,process_cpu_percent,percentual de um nucleo,prometheus,high,30,0.149,0.2,0.2
Stage 02,Users extraido,1,process_cpu_percent,percentual de um nucleo,monolith-partial,low,30,38.161,42.68,42.981
Stage 02,Users extraido,1,process_cpu_percent,percentual de um nucleo,monolith-partial,medium,30,83.42,88.108,88.94
Stage 02,Users extraido,1,process_cpu_percent,percentual de um nucleo,monolith-partial,high,30,149.918,157.668,158.003
Stage 02,Users extraido,1,process_cpu_percent,percentual de um nucleo,users-service,low,30,12.893,14.571,14.66
Stage 02,Users extraido,1,process_cpu_percent,percentual de um nucleo,users-service,medium,30,30.415,32.502,32.64
Stage 02,Users extraido,1,process_cpu_percent,percentual de um nucleo,users-service,high,30,50.949,54.475,54.98
Stage 02,Users extraido,1,process_memory_mb,MB,cadvisor,low,30,40.757,41.893,42.164
Stage 02,Users extraido,1,process_memory_mb,MB,cadvisor,medium,30,41.935,43.479,44.047
Stage 02,Users extraido,1,process_memory_mb,MB,cadvisor,high,30,42.71,44.355,44.48
Stage 02,Users extraido,1,process_memory_mb,MB,prometheus,low,30,82.364,85.539,85.664
Stage 02,Users extraido,1,process_memory_mb,MB,prometheus,medium,30,84.085,85.848,85.848
Stage 02,Users extraido,1,process_memory_mb,MB,prometheus,high,30,84.802,86.041,86.223
Stage 02,Users extraido,1,process_memory_mb,MB,monolith-partial,low,30,24.01,24.879,24.934
Stage 02,Users extraido,1,process_memory_mb,MB,monolith-partial,medium,30,24.585,25.17,25.324
Stage 02,Users extraido,1,process_memory_mb,MB,monolith-partial,high,30,30.042,32.017,33.906
Stage 02,Users extraido,1,process_memory_mb,MB,users-service,low,30,18.291,18.972,19.039
Stage 02,Users extraido,1,process_memory_mb,MB,users-service,medium,30,19.022,19.487,19.789
Stage 02,Users extraido,1,process_memory_mb,MB,users-service,high,30,22.729,23.563,23.887
Stage 02,Users extraido,1,goroutines,goroutines,cadvisor,low,30,26.967,28.0,28.0
Stage 02,Users extraido,1,goroutines,goroutines,cadvisor,medium,30,26.933,28.0,28.0
Stage 02,Users extraido,1,goroutines,goroutines,cadvisor,high,30,26.467,27.0,28.0
Stage 02,Users extraido,1,goroutines,goroutines,prometheus,low,30,39.167,40.0,40.0
Stage 02,Users extraido,1,goroutines,goroutines,prometheus,medium,30,39.0,39.0,39.0
Stage 02,Users extraido,1,goroutines,goroutines,prometheus,high,30,39.033,39.0,40.0
Stage 02,Users extraido,1,goroutines,goroutines,monolith-partial,low,30,11.367,19.0,24.0
Stage 02,Users extraido,1,goroutines,goroutines,monolith-partial,medium,30,12.767,22.0,27.0
Stage 02,Users extraido,1,goroutines,goroutines,monolith-partial,high,30,122.967,246.8,319.0
Stage 02,Users extraido,1,goroutines,goroutines,users-service,low,30,9.367,10.0,11.0
Stage 02,Users extraido,1,goroutines,goroutines,users-service,medium,30,9.9,14.55,17.0
Stage 02,Users extraido,1,goroutines,goroutines,users-service,high,30,33.833,64.75,73.0
Stage 02,Users extraido,1,heap_alloc_mb,MB,cadvisor,low,30,6.413,8.334,9.233
Stage 02,Users extraido,1,heap_alloc_mb,MB,cadvisor,medium,30,6.841,8.843,9.325
Stage 02,Users extraido,1,heap_alloc_mb,MB,cadvisor,high,30,6.928,9.078,9.472
Stage 02,Users extraido,1,heap_alloc_mb,MB,prometheus,low,30,19.99,24.237,24.759
Stage 02,Users extraido,1,heap_alloc_mb,MB,prometheus,medium,30,19.288,23.304,23.777
Stage 02,Users extraido,1,heap_alloc_mb,MB,prometheus,high,30,20.363,23.162,23.515
Stage 02,Users extraido,1,heap_alloc_mb,MB,monolith-partial,low,30,4.327,5.254,5.345
Stage 02,Users extraido,1,heap_alloc_mb,MB,monolith-partial,medium,30,4.456,5.255,5.306
Stage 02,Users extraido,1,heap_alloc_mb,MB,monolith-partial,high,30,6.552,8.806,9.809
Stage 02,Users extraido,1,heap_alloc_mb,MB,users-service,low,30,2.041,2.625,2.673
Stage 02,Users extraido,1,heap_alloc_mb,MB,users-service,medium,30,2.206,2.868,3.002
Stage 02,Users extraido,1,heap_alloc_mb,MB,users-service,high,30,3.352,4.12,4.301
Stage 02,Users extraido,1,gc_pause_ms,ms,cadvisor,low,30,0.135,0.226,0.23
Stage 02,Users extraido,1,gc_pause_ms,ms,cadvisor,medium,30,0.161,0.25,0.251
Stage 02,Users extraido,1,gc_pause_ms,ms,cadvisor,high,30,0.33,0.866,0.893
Stage 02,Users extraido,1,gc_pause_ms,ms,prometheus,low,30,0.053,0.133,0.133
Stage 02,Users extraido,1,gc_pause_ms,ms,prometheus,medium,30,0.047,0.125,0.125
Stage 02,Users extraido,1,gc_pause_ms,ms,prometheus,high,30,0.2,1.088,1.088
Stage 02,Users extraido,1,gc_pause_ms,ms,monolith-partial,low,30,0.428,0.529,0.534
Stage 02,Users extraido,1,gc_pause_ms,ms,monolith-partial,medium,30,0.276,0.305,0.331
Stage 02,Users extraido,1,gc_pause_ms,ms,monolith-partial,high,30,2.187,2.456,2.507
Stage 02,Users extraido,1,gc_pause_ms,ms,users-service,low,30,0.336,0.578,0.583
Stage 02,Users extraido,1,gc_pause_ms,ms,users-service,medium,30,0.214,0.254,0.255
Stage 02,Users extraido,1,gc_pause_ms,ms,users-service,high,30,1.347,1.697,1.711
Stage 02,Users extraido,1,pool_acquired_conns,conexoes,monolith-partial,low,30,0.4,2.55,3.0
Stage 02,Users extraido,1,pool_acquired_conns,conexoes,monolith-partial,medium,30,0.933,3.55,5.0
Stage 02,Users extraido,1,pool_acquired_conns,conexoes,monolith-partial,high,30,8.233,14.0,14.0
Stage 02,Users extraido,1,pool_acquired_conns,conexoes,users-service,low,30,0.0,0.0,0.0
Stage 02,Users extraido,1,pool_acquired_conns,conexoes,users-service,medium,30,0.167,1.1,3.0
Stage 02,Users extraido,1,pool_acquired_conns,conexoes,users-service,high,30,0.967,3.1,10.0
Stage 02,Users extraido,1,pool_idle_conns,conexoes,monolith-partial,low,30,13.4,14.0,14.0
Stage 02,Users extraido,1,pool_idle_conns,conexoes,monolith-partial,medium,30,13.067,14.0,14.0
Stage 02,Users extraido,1,pool_idle_conns,conexoes,monolith-partial,high,30,5.767,14.0,14.0
Stage 02,Users extraido,1,pool_idle_conns,conexoes,users-service,low,30,7.5,8.0,8.0
Stage 02,Users extraido,1,pool_idle_conns,conexoes,users-service,medium,30,8.833,10.0,10.0
Stage 02,Users extraido,1,pool_idle_conns,conexoes,users-service,high,30,13.0,14.0,14.0
Stage 02,Users extraido,1,pool_total_conns,conexoes,monolith-partial,low,30,13.8,14.0,14.0
Stage 02,Users extraido,1,pool_total_conns,conexoes,monolith-partial,medium,30,14.0,14.0,14.0
Stage 02,Users extraido,1,pool_total_conns,conexoes,monolith-partial,high,30,14.0,14.0,14.0
Stage 02,Users extraido,1,pool_total_conns,conexoes,users-service,low,30,7.5,8.0,8.0
Stage 02,Users extraido,1,pool_total_conns,conexoes,users-service,medium,30,9.0,10.0,10.0
Stage 02,Users extraido,1,pool_total_conns,conexoes,users-service,high,30,13.967,14.0,14.0
Stage 02,Users extraido,1,pool_wait_per_acquire_ms,ms,monolith-partial,low,30,0.004,0.016,0.021
Stage 02,Users extraido,1,pool_wait_per_acquire_ms,ms,monolith-partial,medium,30,0.001,0.002,0.002
Stage 02,Users extraido,1,pool_wait_per_acquire_ms,ms,monolith-partial,high,30,1.977,2.488,2.585
Stage 02,Users extraido,1,pool_wait_per_acquire_ms,ms,users-service,low,30,0.005,0.014,0.03
Stage 02,Users extraido,1,pool_wait_per_acquire_ms,ms,users-service,medium,30,0.002,0.002,0.002
Stage 02,Users extraido,1,pool_wait_per_acquire_ms,ms,users-service,high,30,0.025,0.045,0.05
Stage 02,Users extraido,1,pool_empty_acquire_per_s,por segundo,monolith-partial,low,30,0.05,0.25,0.258
Stage 02,Users extraido,1,pool_empty_acquire_per_s,por segundo,monolith-partial,medium,30,0.199,0.682,0.72
Stage 02,Users extraido,1,pool_empty_acquire_per_s,por segundo,monolith-partial,high,30,696.081,849.122,867.36
Stage 02,Users extraido,1,pool_empty_acquire_per_s,por segundo,users-service,low,30,0.023,0.1,0.12
Stage 02,Users extraido,1,pool_empty_acquire_per_s,por segundo,users-service,medium,30,0.005,0.02,0.02
Stage 02,Users extraido,1,pool_empty_acquire_per_s,por segundo,users-service,high,30,11.411,17.87,18.64
Stage 02,Users extraido,1,cpu_percent,percentual de um nucleo,nginx,low,60,26.525,31.027,32.55
Stage 02,Users extraido,1,cpu_percent,percentual de um nucleo,nginx,medium,60,66.136,69.46,77.25
Stage 02,Users extraido,1,cpu_percent,percentual de um nucleo,nginx,high,60,482.479,712.606,727.06
Stage 02,Users extraido,1,memory_mb,MB,nginx,low,60,15.871,16.52,16.93
Stage 02,Users extraido,1,memory_mb,MB,nginx,medium,60,18.874,19.439,19.65
Stage 02,Users extraido,1,memory_mb,MB,nginx,high,60,22.982,24.827,25.84
Stage 02,Users extraido,1,cpu_percent,percentual de um nucleo,grafana,low,60,0.101,0.131,1.5
Stage 02,Users extraido,1,cpu_percent,percentual de um nucleo,grafana,medium,60,0.063,0.081,0.49
Stage 02,Users extraido,1,cpu_percent,percentual de um nucleo,grafana,high,60,0.15,0.081,3.61
Stage 02,Users extraido,1,memory_mb,MB,grafana,low,60,46.566,48.7,48.71
Stage 02,Users extraido,1,memory_mb,MB,grafana,medium,60,43.364,43.84,43.84
Stage 02,Users extraido,1,memory_mb,MB,grafana,high,60,43.204,43.22,43.43
Stage 02,Users extraido,1,cpu_percent,percentual de um nucleo,monolith-partial,low,60,43.177,49.27,50.73
Stage 02,Users extraido,1,cpu_percent,percentual de um nucleo,monolith-partial,medium,60,90.607,97.08,106.93
Stage 02,Users extraido,1,cpu_percent,percentual de um nucleo,monolith-partial,high,60,150.274,217.66,221.5
Stage 02,Users extraido,1,memory_mb,MB,monolith-partial,low,60,17.263,18.22,18.98
Stage 02,Users extraido,1,memory_mb,MB,monolith-partial,medium,60,18.179,19.056,19.29
Stage 02,Users extraido,1,memory_mb,MB,monolith-partial,high,60,23.849,25.548,26.6
Stage 02,Users extraido,1,cpu_percent,percentual de um nucleo,users-service,low,60,15.495,18.896,19.37
Stage 02,Users extraido,1,cpu_percent,percentual de um nucleo,users-service,medium,60,33.469,36.404,39.77
Stage 02,Users extraido,1,cpu_percent,percentual de um nucleo,users-service,high,60,50.429,80.966,88.79
Stage 02,Users extraido,1,memory_mb,MB,users-service,low,60,12.233,13.312,13.84
Stage 02,Users extraido,1,memory_mb,MB,users-service,medium,60,12.798,13.606,14.07
Stage 02,Users extraido,1,memory_mb,MB,users-service,high,60,16.744,18.451,18.76
Stage 02,Users extraido,1,cpu_percent,percentual de um nucleo,postgres,low,60,30.197,36.057,40.99
Stage 02,Users extraido,1,cpu_percent,percentual de um nucleo,postgres,medium,60,67.009,86.168,88.97
Stage 02,Users extraido,1,cpu_percent,percentual de um nucleo,postgres,high,60,116.34,169.484,177.72
Stage 02,Users extraido,1,memory_mb,MB,postgres,low,60,74.965,77.803,78.18
Stage 02,Users extraido,1,memory_mb,MB,postgres,medium,60,90.466,100.22,102.0
Stage 02,Users extraido,1,memory_mb,MB,postgres,high,60,125.04,137.91,139.2
Stage 02,Users extraido,1,cpu_percent,percentual de um nucleo,prometheus,low,60,0.121,0.201,2.22
Stage 02,Users extraido,1,cpu_percent,percentual de um nucleo,prometheus,medium,60,0.061,0.12,0.95
Stage 02,Users extraido,1,cpu_percent,percentual de um nucleo,prometheus,high,60,0.072,0.12,1.19
Stage 02,Users extraido,1,memory_mb,MB,prometheus,low,60,32.536,35.32,35.46
Stage 02,Users extraido,1,memory_mb,MB,prometheus,medium,60,33.436,35.421,35.44
Stage 02,Users extraido,1,memory_mb,MB,prometheus,high,60,34.308,35.77,35.8
Stage 02,Users extraido,1,cpu_percent,percentual de um nucleo,cadvisor,low,60,0.125,0.393,4.67
Stage 02,Users extraido,1,cpu_percent,percentual de um nucleo,cadvisor,medium,60,0.051,0.27,1.43
Stage 02,Users extraido,1,cpu_percent,percentual de um nucleo,cadvisor,high,60,0.169,1.146,2.01
Stage 02,Users extraido,1,memory_mb,MB,cadvisor,low,60,18.499,19.604,20.17
Stage 02,Users extraido,1,memory_mb,MB,cadvisor,medium,60,19.435,21.27,21.36
Stage 02,Users extraido,1,memory_mb,MB,cadvisor,high,60,20.255,21.787,21.95
Stage 02,Users extraido,2,process_cpu_percent,percentual de um nucleo,cadvisor,low,30,0.248,0.3,0.32
Stage 02,Users extraido,2,process_cpu_percent,percentual de um nucleo,cadvisor,medium,30,0.163,0.2,0.24
Stage 02,Users extraido,2,process_cpu_percent,percentual de um nucleo,cadvisor,high,30,0.197,0.24,0.24
Stage 02,Users extraido,2,process_cpu_percent,percentual de um nucleo,prometheus,low,30,0.199,0.26,0.28
Stage 02,Users extraido,2,process_cpu_percent,percentual de um nucleo,prometheus,medium,30,0.118,0.14,0.16
Stage 02,Users extraido,2,process_cpu_percent,percentual de um nucleo,prometheus,high,30,0.151,0.18,0.18
Stage 02,Users extraido,2,process_cpu_percent,percentual de um nucleo,monolith-partial,low,30,37.731,41.891,42.1
Stage 02,Users extraido,2,process_cpu_percent,percentual de um nucleo,monolith-partial,medium,30,81.495,87.432,87.66
Stage 02,Users extraido,2,process_cpu_percent,percentual de um nucleo,monolith-partial,high,30,148.23,157.576,160.0
Stage 02,Users extraido,2,process_cpu_percent,percentual de um nucleo,users-service,low,30,13.2,14.642,14.68
Stage 02,Users extraido,2,process_cpu_percent,percentual de um nucleo,users-service,medium,30,30.445,32.142,32.22
Stage 02,Users extraido,2,process_cpu_percent,percentual de um nucleo,users-service,high,30,50.854,53.806,54.21
Stage 02,Users extraido,2,process_memory_mb,MB,cadvisor,low,30,40.261,41.129,41.715
Stage 02,Users extraido,2,process_memory_mb,MB,cadvisor,medium,30,42.106,43.326,43.465
Stage 02,Users extraido,2,process_memory_mb,MB,cadvisor,high,30,42.214,44.372,44.484
Stage 02,Users extraido,2,process_memory_mb,MB,prometheus,low,30,83.143,85.295,85.477
Stage 02,Users extraido,2,process_memory_mb,MB,prometheus,medium,30,86.952,87.42,87.602
Stage 02,Users extraido,2,process_memory_mb,MB,prometheus,high,30,87.315,88.015,88.098
Stage 02,Users extraido,2,process_memory_mb,MB,monolith-partial,low,30,23.427,24.837,25.156
Stage 02,Users extraido,2,process_memory_mb,MB,monolith-partial,medium,30,24.591,25.086,25.164
Stage 02,Users extraido,2,process_memory_mb,MB,monolith-partial,high,30,30.14,30.964,31.988
Stage 02,Users extraido,2,process_memory_mb,MB,users-service,low,30,18.57,19.102,19.328
Stage 02,Users extraido,2,process_memory_mb,MB,users-service,medium,30,19.074,19.581,19.957
Stage 02,Users extraido,2,process_memory_mb,MB,users-service,high,30,22.926,23.646,24.742
Stage 02,Users extraido,2,goroutines,goroutines,cadvisor,low,30,26.767,28.0,28.0
Stage 02,Users extraido,2,goroutines,goroutines,cadvisor,medium,30,27.1,28.0,28.0
Stage 02,Users extraido,2,goroutines,goroutines,cadvisor,high,30,26.6,27.55,28.0
Stage 02,Users extraido,2,goroutines,goroutines,prometheus,low,30,39.033,39.0,40.0
Stage 02,Users extraido,2,goroutines,goroutines,prometheus,medium,30,39.033,39.0,40.0
Stage 02,Users extraido,2,goroutines,goroutines,prometheus,high,30,39.167,40.0,41.0
Stage 02,Users extraido,2,goroutines,goroutines,monolith-partial,low,30,11.1,24.85,28.0
Stage 02,Users extraido,2,goroutines,goroutines,monolith-partial,medium,30,11.433,18.65,20.0
Stage 02,Users extraido,2,goroutines,goroutines,monolith-partial,high,30,90.133,154.05,207.0
Stage 02,Users extraido,2,goroutines,goroutines,users-service,low,30,9.667,12.1,19.0
Stage 02,Users extraido,2,goroutines,goroutines,users-service,medium,30,9.533,12.0,16.0
Stage 02,Users extraido,2,goroutines,goroutines,users-service,high,30,36.767,66.55,89.0
Stage 02,Users extraido,2,heap_alloc_mb,MB,cadvisor,low,30,6.139,7.733,8.191
Stage 02,Users extraido,2,heap_alloc_mb,MB,cadvisor,medium,30,6.798,8.587,9.185
Stage 02,Users extraido,2,heap_alloc_mb,MB,cadvisor,high,30,6.935,9.819,10.581
Stage 02,Users extraido,2,heap_alloc_mb,MB,prometheus,low,30,23.401,27.307,27.694
Stage 02,Users extraido,2,heap_alloc_mb,MB,prometheus,medium,30,25.523,27.892,28.227
Stage 02,Users extraido,2,heap_alloc_mb,MB,prometheus,high,30,24.662,28.1,28.571
Stage 02,Users extraido,2,heap_alloc_mb,MB,monolith-partial,low,30,4.17,4.928,5.138
Stage 02,Users extraido,2,heap_alloc_mb,MB,monolith-partial,medium,30,4.21,4.819,5.28
Stage 02,Users extraido,2,heap_alloc_mb,MB,monolith-partial,high,30,6.484,8.318,8.926
Stage 02,Users extraido,2,heap_alloc_mb,MB,users-service,low,30,2.129,2.613,2.861
Stage 02,Users extraido,2,heap_alloc_mb,MB,users-service,medium,30,2.274,2.716,3.108
Stage 02,Users extraido,2,heap_alloc_mb,MB,users-service,high,30,3.299,4.177,5.51
Stage 02,Users extraido,2,gc_pause_ms,ms,cadvisor,low,30,0.142,0.186,0.202
Stage 02,Users extraido,2,gc_pause_ms,ms,cadvisor,medium,30,0.146,0.212,0.227
Stage 02,Users extraido,2,gc_pause_ms,ms,cadvisor,high,30,0.626,1.589,1.628
Stage 02,Users extraido,2,gc_pause_ms,ms,prometheus,low,30,0.055,0.19,0.19
Stage 02,Users extraido,2,gc_pause_ms,ms,prometheus,medium,30,0.029,0.089,0.089
Stage 02,Users extraido,2,gc_pause_ms,ms,prometheus,high,30,0.071,0.304,0.304
Stage 02,Users extraido,2,gc_pause_ms,ms,monolith-partial,low,30,0.453,0.539,0.543
Stage 02,Users extraido,2,gc_pause_ms,ms,monolith-partial,medium,30,0.287,0.379,0.408
Stage 02,Users extraido,2,gc_pause_ms,ms,monolith-partial,high,30,2.446,2.783,2.911
Stage 02,Users extraido,2,gc_pause_ms,ms,users-service,low,30,0.318,0.436,0.492
Stage 02,Users extraido,2,gc_pause_ms,ms,users-service,medium,30,0.202,0.246,0.283
Stage 02,Users extraido,2,gc_pause_ms,ms,users-service,high,30,1.603,2.036,2.065
Stage 02,Users extraido,2,pool_acquired_conns,conexoes,monolith-partial,low,30,0.567,4.1,7.0
Stage 02,Users extraido,2,pool_acquired_conns,conexoes,monolith-partial,medium,30,0.6,2.0,3.0
Stage 02,Users extraido,2,pool_acquired_conns,conexoes,monolith-partial,high,30,5.933,14.0,14.0
Stage 02,Users extraido,2,pool_acquired_conns,conexoes,users-service,low,30,0.167,1.0,3.0
Stage 02,Users extraido,2,pool_acquired_conns,conexoes,users-service,medium,30,0.1,0.55,2.0
Stage 02,Users extraido,2,pool_acquired_conns,conexoes,users-service,high,30,1.733,8.95,14.0
Stage 02,Users extraido,2,pool_idle_conns,conexoes,monolith-partial,low,30,13.033,14.0,14.0
Stage 02,Users extraido,2,pool_idle_conns,conexoes,monolith-partial,medium,30,13.4,14.0,14.0
Stage 02,Users extraido,2,pool_idle_conns,conexoes,monolith-partial,high,30,8.067,14.0,14.0
Stage 02,Users extraido,2,pool_idle_conns,conexoes,users-service,low,30,7.9,9.0,9.0
Stage 02,Users extraido,2,pool_idle_conns,conexoes,users-service,medium,30,9.333,10.0,10.0
Stage 02,Users extraido,2,pool_idle_conns,conexoes,users-service,high,30,12.267,14.0,14.0
Stage 02,Users extraido,2,pool_total_conns,conexoes,monolith-partial,low,30,13.6,14.0,14.0
Stage 02,Users extraido,2,pool_total_conns,conexoes,monolith-partial,medium,30,14.0,14.0,14.0
Stage 02,Users extraido,2,pool_total_conns,conexoes,monolith-partial,high,30,14.0,14.0,14.0
Stage 02,Users extraido,2,pool_total_conns,conexoes,users-service,low,30,8.067,9.0,9.0
Stage 02,Users extraido,2,pool_total_conns,conexoes,users-service,medium,30,9.433,10.0,10.0
Stage 02,Users extraido,2,pool_total_conns,conexoes,users-service,high,30,14.0,14.0,14.0
Stage 02,Users extraido,2,pool_wait_per_acquire_ms,ms,monolith-partial,low,30,0.005,0.017,0.029
Stage 02,Users extraido,2,pool_wait_per_acquire_ms,ms,monolith-partial,medium,30,0.001,0.001,0.001
Stage 02,Users extraido,2,pool_wait_per_acquire_ms,ms,monolith-partial,high,30,2.652,3.196,3.254
Stage 02,Users extraido,2,pool_wait_per_acquire_ms,ms,users-service,low,30,0.005,0.016,0.02
Stage 02,Users extraido,2,pool_wait_per_acquire_ms,ms,users-service,medium,30,0.002,0.002,0.002
Stage 02,Users extraido,2,pool_wait_per_acquire_ms,ms,users-service,high,30,0.034,0.061,0.071
Stage 02,Users extraido,2,pool_empty_acquire_per_s,por segundo,monolith-partial,low,30,0.087,0.22,0.241
Stage 02,Users extraido,2,pool_empty_acquire_per_s,por segundo,monolith-partial,medium,30,0.344,0.733,0.98
Stage 02,Users extraido,2,pool_empty_acquire_per_s,por segundo,monolith-partial,high,30,808.224,964.768,975.6
Stage 02,Users extraido,2,pool_empty_acquire_per_s,por segundo,users-service,low,30,0.025,0.1,0.1
Stage 02,Users extraido,2,pool_empty_acquire_per_s,por segundo,users-service,medium,30,0.003,0.02,0.02
Stage 02,Users extraido,2,pool_empty_acquire_per_s,por segundo,users-service,high,30,12.627,18.917,19.5
Stage 02,Users extraido,2,cpu_percent,percentual de um nucleo,nginx,low,60,27.095,30.433,31.01
Stage 02,Users extraido,2,cpu_percent,percentual de um nucleo,nginx,medium,60,65.615,69.037,71.61
Stage 02,Users extraido,2,cpu_percent,percentual de um nucleo,nginx,high,60,445.891,682.136,689.02
Stage 02,Users extraido,2,memory_mb,MB,nginx,low,60,15.683,16.342,16.5
Stage 02,Users extraido,2,memory_mb,MB,nginx,medium,60,18.605,19.181,19.61
Stage 02,Users extraido,2,memory_mb,MB,nginx,high,60,22.441,24.428,25.23
Stage 02,Users extraido,2,cpu_percent,percentual de um nucleo,grafana,low,60,0.139,0.652,1.46
Stage 02,Users extraido,2,cpu_percent,percentual de um nucleo,grafana,medium,60,0.128,0.39,3.21
Stage 02,Users extraido,2,cpu_percent,percentual de um nucleo,grafana,high,60,0.088,0.102,1.41
Stage 02,Users extraido,2,memory_mb,MB,grafana,low,60,47.431,49.95,50.16
Stage 02,Users extraido,2,memory_mb,MB,grafana,medium,60,44.119,44.23,44.23
Stage 02,Users extraido,2,memory_mb,MB,grafana,high,60,43.896,43.91,44.16
Stage 02,Users extraido,2,cpu_percent,percentual de um nucleo,monolith-partial,low,60,43.386,51.016,52.39
Stage 02,Users extraido,2,cpu_percent,percentual de um nucleo,monolith-partial,medium,60,89.006,96.281,98.81
Stage 02,Users extraido,2,cpu_percent,percentual de um nucleo,monolith-partial,high,60,145.28,211.198,219.55
Stage 02,Users extraido,2,memory_mb,MB,monolith-partial,low,60,17.344,18.743,19.03
Stage 02,Users extraido,2,memory_mb,MB,monolith-partial,medium,60,18.229,19.113,19.25
Stage 02,Users extraido,2,memory_mb,MB,monolith-partial,high,60,24.322,26.009,29.67
Stage 02,Users extraido,2,cpu_percent,percentual de um nucleo,users-service,low,60,15.323,18.063,18.9
Stage 02,Users extraido,2,cpu_percent,percentual de um nucleo,users-service,medium,60,32.88,35.319,36.58
Stage 02,Users extraido,2,cpu_percent,percentual de um nucleo,users-service,high,60,51.023,74.845,81.89
Stage 02,Users extraido,2,memory_mb,MB,users-service,low,60,12.062,13.167,13.66
Stage 02,Users extraido,2,memory_mb,MB,users-service,medium,60,12.81,13.803,13.98
Stage 02,Users extraido,2,memory_mb,MB,users-service,high,60,16.772,18.022,18.36
Stage 02,Users extraido,2,cpu_percent,percentual de um nucleo,postgres,low,60,29.184,35.741,39.61
Stage 02,Users extraido,2,cpu_percent,percentual de um nucleo,postgres,medium,60,66.108,82.367,89.94
Stage 02,Users extraido,2,cpu_percent,percentual de um nucleo,postgres,high,60,115.055,164.12,176.25
Stage 02,Users extraido,2,memory_mb,MB,postgres,low,60,75.506,79.301,79.71
Stage 02,Users extraido,2,memory_mb,MB,postgres,medium,60,90.995,100.415,101.3
Stage 02,Users extraido,2,memory_mb,MB,postgres,high,60,124.57,137.01,138.3
Stage 02,Users extraido,2,cpu_percent,percentual de um nucleo,prometheus,low,60,0.442,1.361,2.75
Stage 02,Users extraido,2,cpu_percent,percentual de um nucleo,prometheus,medium,60,0.321,0.801,1.03
Stage 02,Users extraido,2,cpu_percent,percentual de um nucleo,prometheus,high,60,0.439,1.101,1.6
Stage 02,Users extraido,2,memory_mb,MB,prometheus,low,60,33.334,35.592,36.21
Stage 02,Users extraido,2,memory_mb,MB,prometheus,medium,60,36.903,37.566,38.1
Stage 02,Users extraido,2,memory_mb,MB,prometheus,high,60,36.845,37.68,37.92
Stage 02,Users extraido,2,cpu_percent,percentual de um nucleo,cadvisor,low,60,0.073,0.381,2.86
Stage 02,Users extraido,2,cpu_percent,percentual de um nucleo,cadvisor,medium,60,0.009,0.0,0.3
Stage 02,Users extraido,2,cpu_percent,percentual de um nucleo,cadvisor,high,60,0.11,0.895,1.73
Stage 02,Users extraido,2,memory_mb,MB,cadvisor,low,60,18.038,18.91,19.0
Stage 02,Users extraido,2,memory_mb,MB,cadvisor,medium,60,19.623,20.73,21.09
Stage 02,Users extraido,2,memory_mb,MB,cadvisor,high,60,19.636,21.88,21.91
Stage 02,Users extraido,3,process_cpu_percent,percentual de um nucleo,cadvisor,low,30,0.247,0.291,0.32
Stage 02,Users extraido,3,process_cpu_percent,percentual de um nucleo,cadvisor,medium,30,0.171,0.22,0.24
Stage 02,Users extraido,3,process_cpu_percent,percentual de um nucleo,cadvisor,high,30,0.22,0.311,0.32
Stage 02,Users extraido,3,process_cpu_percent,percentual de um nucleo,prometheus,low,30,0.216,0.26,0.467
Stage 02,Users extraido,3,process_cpu_percent,percentual de um nucleo,prometheus,medium,30,0.125,0.151,0.16
Stage 02,Users extraido,3,process_cpu_percent,percentual de um nucleo,prometheus,high,30,0.152,0.18,0.18
Stage 02,Users extraido,3,process_cpu_percent,percentual de um nucleo,monolith-partial,low,30,37.996,41.784,42.02
Stage 02,Users extraido,3,process_cpu_percent,percentual de um nucleo,monolith-partial,medium,30,82.685,88.757,89.02
Stage 02,Users extraido,3,process_cpu_percent,percentual de um nucleo,monolith-partial,high,30,148.767,157.478,158.354
Stage 02,Users extraido,3,process_cpu_percent,percentual de um nucleo,users-service,low,30,12.939,14.471,14.5
Stage 02,Users extraido,3,process_cpu_percent,percentual de um nucleo,users-service,medium,30,30.383,33.008,33.08
Stage 02,Users extraido,3,process_cpu_percent,percentual de um nucleo,users-service,high,30,50.43,53.82,53.94
Stage 02,Users extraido,3,process_memory_mb,MB,cadvisor,low,30,40.253,41.539,41.855
Stage 02,Users extraido,3,process_memory_mb,MB,cadvisor,medium,30,42.295,43.417,43.586
Stage 02,Users extraido,3,process_memory_mb,MB,cadvisor,high,30,42.1,43.398,43.449
Stage 02,Users extraido,3,process_memory_mb,MB,prometheus,low,30,83.844,85.84,85.84
Stage 02,Users extraido,3,process_memory_mb,MB,prometheus,medium,30,86.719,88.965,89.215
Stage 02,Users extraido,3,process_memory_mb,MB,prometheus,high,30,89.431,89.84,89.84
Stage 02,Users extraido,3,process_memory_mb,MB,monolith-partial,low,30,23.851,24.61,24.805
Stage 02,Users extraido,3,process_memory_mb,MB,monolith-partial,medium,30,24.594,25.424,25.598
Stage 02,Users extraido,3,process_memory_mb,MB,monolith-partial,high,30,30.157,31.169,31.441
Stage 02,Users extraido,3,process_memory_mb,MB,users-service,low,30,18.393,18.899,19.102
Stage 02,Users extraido,3,process_memory_mb,MB,users-service,medium,30,19.351,19.721,19.789
